Date,Settlement Period,BSUoS Price
04/01/2011,9,0.00408
04/01/2011,10,-0.21486
04/01/2011,11,0.00634
04/01/2011,12,-0.17541
04/01/2011,13,0.76087
04/01/2011,14,0.79526
04/01/2011,15,0.85093
04/01/2011,16,1.11277
04/01/2011,17,1.97394
04/01/2011,18,1.17076
04/01/2011,19,1.07408
04/01/2011,20,0.85021
04/01/2011,21,0.92204
04/01/2011,22,0.81713
04/01/2011,23,0.98199
04/01/2011,24,0.93997
04/01/2011,25,0.82612
04/01/2011,26,0.67422
04/01/2011,27,0.74836
04/01/2011,28,0.5972
04/01/2011,29,0.71271
04/01/2011,30,0.74117
04/01/2011,31,0.82539
04/01/2011,32,0.96971
04/01/2011,33,1.15413
04/01/2011,34,1.06414
04/01/2011,35,0.93674
04/01/2011,36,0.83746
04/01/2011,37,1.02599
04/01/2011,38,0.77137
04/01/2011,39,0.96461
04/01/2011,40,1.07314
04/01/2011,41,0.94146
04/01/2011,42,0.59264
04/01/2011,43,0.66846
04/01/2011,44,0.30692
04/01/2011,45,0.08637
04/01/2011,46,0.12945
04/01/2011,47,-0.11744
04/01/2011,48,-0.14768
05/01/2011,1,0.04738
05/01/2011,2,0.06049
05/01/2011,3,0.4518
05/01/2011,4,0.36844
05/01/2011,5,-0.02985
05/01/2011,6,0.01878
05/01/2011,7,0.12609
05/01/2011,8,-0.00386
05/01/2011,9,-0.04129
05/01/2011,10,-0.05937
05/01/2011,11,0.10491
05/01/2011,12,-0.01621
05/01/2011,13,0.17565
05/01/2011,14,0.49031
05/01/2011,15,0.71995
05/01/2011,16,0.80157
05/01/2011,17,0.8965
05/01/2011,18,0.72619
05/01/2011,19,0.72201
05/01/2011,20,0.70263
05/01/2011,21,0.71135
05/01/2011,22,0.64544
05/01/2011,23,0.68449
05/01/2011,24,0.67249
05/01/2011,25,0.71074
05/01/2011,26,0.675
05/01/2011,27,0.93276
05/01/2011,28,0.77172
05/01/2011,29,1.2061
05/01/2011,30,1.05113
05/01/2011,31,0.68739
05/01/2011,32,1.16138
05/01/2011,33,1.4985
05/01/2011,34,1.57
05/01/2011,35,0.65971
05/01/2011,36,0.62375
05/01/2011,37,0.59737
05/01/2011,38,0.46682
05/01/2011,39,0.69465
05/01/2011,40,0.64827
05/01/2011,41,0.64945
05/01/2011,42,0.41976
05/01/2011,43,0.42241
05/01/2011,44,0.08816
05/01/2011,45,0.05958
05/01/2011,46,0.11967
05/01/2011,47,-0.28905
05/01/2011,48,0.02282
06/01/2011,1,0.13154
06/01/2011,2,0.27037
06/01/2011,3,0.13242
06/01/2011,4,0.08895
06/01/2011,5,0.20232
06/01/2011,6,0.29869
06/01/2011,7,0.16325
06/01/2011,8,-0.07938
06/01/2011,9,-0.10909
06/01/2011,10,-0.11112
06/01/2011,11,0.18232
06/01/2011,12,-0.01305
06/01/2011,13,0.31655
06/01/2011,14,0.54186
06/01/2011,15,0.76906
06/01/2011,16,1.25722
06/01/2011,17,0.95052
06/01/2011,18,0.40582
06/01/2011,19,0.65014
06/01/2011,20,0.75744
06/01/2011,21,0.72004
06/01/2011,22,0.70149
06/01/2011,23,0.63091
06/01/2011,24,0.7394
06/01/2011,25,0.84759
06/01/2011,26,0.879
06/01/2011,27,1.2681
06/01/2011,28,0.94783
06/01/2011,29,1.08087
06/01/2011,30,0.65232
06/01/2011,31,0.42487
06/01/2011,32,0.41434
06/01/2011,33,0.46759
06/01/2011,34,0.67817
06/01/2011,35,0.60798
06/01/2011,36,0.47873
06/01/2011,37,0.7183
06/01/2011,38,0.4155
06/01/2011,39,0.37435
06/01/2011,40,0.46643
06/01/2011,41,0.53504
06/01/2011,42,0.41301
06/01/2011,43,0.91125
06/01/2011,44,0.65786
06/01/2011,45,0.30481
06/01/2011,46,0.10521
06/01/2011,47,0.47456
06/01/2011,48,0.28355
07/01/2011,1,0.44759
07/01/2011,2,0.36656
07/01/2011,3,0.41336
07/01/2011,4,0.32419
07/01/2011,5,0.32163
07/01/2011,6,0.3136
07/01/2011,7,0.34462
07/01/2011,8,0.38486
07/01/2011,9,0.21875
07/01/2011,10,0.07225
07/01/2011,11,0.11759
07/01/2011,12,0.14387
07/01/2011,13,0.01121
07/01/2011,14,0.2108
07/01/2011,15,0.59336
07/01/2011,16,0.57168
07/01/2011,17,0.73767
07/01/2011,18,0.71161
07/01/2011,19,1.05948
07/01/2011,20,1.50176
07/01/2011,21,1.71985
07/01/2011,22,2.39121
07/01/2011,23,1.76342
07/01/2011,24,1.47066
07/01/2011,25,1.4093
07/01/2011,26,1.30177
07/01/2011,27,1.3649
07/01/2011,28,0.95482
07/01/2011,29,0.78604
07/01/2011,30,0.55495
07/01/2011,31,0.33644
07/01/2011,32,0.69301
07/01/2011,33,0.93779
07/01/2011,34,1.01069
07/01/2011,35,1.09022
07/01/2011,36,0.90599
07/01/2011,37,0.77352
07/01/2011,38,0.66807
07/01/2011,39,0.49394
07/01/2011,40,0.6015
07/01/2011,41,0.49128
07/01/2011,42,0.47967
07/01/2011,43,0.93765
07/01/2011,44,0.58783
07/01/2011,45,0.8936
07/01/2011,46,1.31337
07/01/2011,47,0.97508
07/01/2011,48,1.09124
08/01/2011,1,1.71331
08/01/2011,2,1.67172
08/01/2011,3,1.34754
08/01/2011,4,1.07852
08/01/2011,5,0.8179
08/01/2011,6,0.67981
08/01/2011,7,0.62821
08/01/2011,8,0.57001
08/01/2011,9,0.47384
08/01/2011,10,0.40605
08/01/2011,11,0.42983
08/01/2011,12,0.25832
08/01/2011,13,0.63741
08/01/2011,14,0.43365
08/01/2011,15,0.70417
08/01/2011,16,0.74316
08/01/2011,17,0.68157
08/01/2011,18,0.68037
08/01/2011,19,0.53452
08/01/2011,20,0.64034
08/01/2011,21,0.84983
08/01/2011,22,0.81699
08/01/2011,23,1.11767
08/01/2011,24,1.09027
08/01/2011,25,1.07458
08/01/2011,26,1.16277
08/01/2011,27,0.91862
08/01/2011,28,0.62482
08/01/2011,29,0.25894
08/01/2011,30,0.02726
08/01/2011,31,-0.24809
08/01/2011,32,-0.17603
08/01/2011,33,0.26767
08/01/2011,34,1.26406
08/01/2011,35,1.41597
08/01/2011,36,1.48607
08/01/2011,37,1.31123
08/01/2011,38,1.15622
08/01/2011,39,1.17117
08/01/2011,40,0.92516
08/01/2011,41,0.83078
08/01/2011,42,0.73489
08/01/2011,43,1.00012
08/01/2011,44,1.21441
08/01/2011,45,1.00114
08/01/2011,46,1.02826
08/01/2011,47,0.71198
08/01/2011,48,0.4636
09/01/2011,1,0.80689
09/01/2011,2,0.69087
09/01/2011,3,0.42492
09/01/2011,4,0.17225
09/01/2011,5,0.24755
09/01/2011,6,0.38772
09/01/2011,7,0.34569
09/01/2011,8,0.31621
09/01/2011,9,0.36794
09/01/2011,10,0.37669
09/01/2011,11,0.21788
09/01/2011,12,0.21827
09/01/2011,13,0.37573
09/01/2011,14,0.24511
09/01/2011,15,0.32774
09/01/2011,16,0.32007
09/01/2011,17,0.39427
09/01/2011,18,0.62672
09/01/2011,19,0.46917
09/01/2011,20,0.81709
09/01/2011,21,1.14033
09/01/2011,22,1.38636
09/01/2011,23,1.17685
09/01/2011,24,2.01871
09/01/2011,25,1.14638
09/01/2011,26,1.49803
09/01/2011,27,1.92035
09/01/2011,28,1.25655
09/01/2011,29,1.08072
09/01/2011,30,1.3166
09/01/2011,31,0.84691
09/01/2011,32,1.19488
09/01/2011,33,1.53963
09/01/2011,34,2.6434
09/01/2011,35,2.35249
09/01/2011,36,2.23737
09/01/2011,37,2.13
09/01/2011,38,1.77586
09/01/2011,39,2.13493
09/01/2011,40,1.12043
09/01/2011,41,1.11848
09/01/2011,42,0.94111
09/01/2011,43,1.2787
09/01/2011,44,0.96457
09/01/2011,45,0.538
09/01/2011,46,0.76061
09/01/2011,47,0.345
09/01/2011,48,0.42413
10/01/2011,1,0.8428
10/01/2011,2,0.93021
10/01/2011,3,0.73783
10/01/2011,4,0.47064
10/01/2011,5,0.43001
10/01/2011,6,0.36662
10/01/2011,7,0.50922
10/01/2011,8,0.6887
10/01/2011,9,0.58528
10/01/2011,10,0.47504
10/01/2011,11,1.02254
10/01/2011,12,0.70749
10/01/2011,13,1.21011
10/01/2011,14,1.15776
10/01/2011,15,1.07822
10/01/2011,16,1.04211
10/01/2011,17,1.09859
10/01/2011,18,1.01961
10/01/2011,19,1.57818
10/01/2011,20,1.61723
10/01/2011,21,1.97613
10/01/2011,22,2.12448
10/01/2011,23,3.24344
10/01/2011,24,2.51683
10/01/2011,25,2.06225
10/01/2011,26,1.64469
10/01/2011,27,1.55734
10/01/2011,28,1.09204
10/01/2011,29,0.59631
10/01/2011,30,0.46432
10/01/2011,31,0.15995
10/01/2011,32,0.40493
10/01/2011,33,1.22668
10/01/2011,34,1.00258
10/01/2011,35,0.52484
10/01/2011,36,0.04271
10/01/2011,37,0.41394
10/01/2011,38,0.29115
10/01/2011,39,0.59469
10/01/2011,40,0.76724
10/01/2011,41,0.38226
10/01/2011,42,0.33513
10/01/2011,43,0.73139
10/01/2011,44,0.50261
10/01/2011,45,0.33979
10/01/2011,46,0.1645
10/01/2011,47,0.03347
10/01/2011,48,0.20815
11/01/2011,1,0.30546
11/01/2011,2,0.29248
11/01/2011,3,0.4206
11/01/2011,4,0.28606
11/01/2011,5,0.31528
11/01/2011,6,0.46682
11/01/2011,7,0.59196
11/01/2011,8,0.54107
11/01/2011,9,0.2075
11/01/2011,10,0.03238
11/01/2011,11,0.017
11/01/2011,12,-0.0037
11/01/2011,13,0.27814
11/01/2011,14,0.21879
11/01/2011,15,0.12871
11/01/2011,16,0.40061
11/01/2011,17,0.29318
11/01/2011,18,0.09061
11/01/2011,19,0.22636
11/01/2011,20,0.25224
11/01/2011,21,0.346
11/01/2011,22,0.54399
11/01/2011,23,0.5768
11/01/2011,24,0.55764
11/01/2011,25,0.4663
11/01/2011,26,0.53291
11/01/2011,27,0.5791
11/01/2011,28,0.66421
11/01/2011,29,0.75246
11/01/2011,30,0.51882
11/01/2011,31,0.3708
11/01/2011,32,0.47474
11/01/2011,33,0.41398
11/01/2011,34,0.84709
11/01/2011,35,0.71527
11/01/2011,36,0.78076
11/01/2011,37,1.32227
11/01/2011,38,0.98093
11/01/2011,39,0.65121
11/01/2011,40,0.6973
11/01/2011,41,0.60611
11/01/2011,42,0.26014
11/01/2011,43,0.30462
11/01/2011,44,0.13301
11/01/2011,45,0.15846
11/01/2011,46,0.06181
11/01/2011,47,0.27343
11/01/2011,48,0.21987
12/01/2011,1,0.55867
12/01/2011,2,0.51695
12/01/2011,3,0.48992
12/01/2011,4,0.38061
12/01/2011,5,0.23265
12/01/2011,6,0.60646
12/01/2011,7,0.54066
12/01/2011,8,0.4834
12/01/2011,9,0.37975
12/01/2011,10,0.55365
12/01/2011,11,1.36285
12/01/2011,12,0.97886
12/01/2011,13,1.39235
12/01/2011,14,1.16275
12/01/2011,15,1.5814
12/01/2011,16,1.44743
12/01/2011,17,1.70822
12/01/2011,18,1.0744
12/01/2011,19,1.32214
12/01/2011,20,0.89562
12/01/2011,21,0.77755
12/01/2011,22,0.5323
12/01/2011,23,0.69851
12/01/2011,24,0.657
12/01/2011,25,1.30642
12/01/2011,26,1.18951
12/01/2011,27,1.17802
12/01/2011,28,0.76867
12/01/2011,29,0.60414
12/01/2011,30,0.50377
12/01/2011,31,0.38691
12/01/2011,32,0.48377
12/01/2011,33,0.70506
12/01/2011,34,0.73913
12/01/2011,35,1.1152
12/01/2011,36,0.75853
12/01/2011,37,0.58567
12/01/2011,38,0.54321
12/01/2011,39,0.5929
12/01/2011,40,0.62607
12/01/2011,41,0.70124
12/01/2011,42,0.56681
12/01/2011,43,0.59305
12/01/2011,44,0.84461
12/01/2011,45,0.41479
12/01/2011,46,0.00598
12/01/2011,47,0.60154
12/01/2011,48,0.25113
13/01/2011,1,0.60906
13/01/2011,2,0.73118
13/01/2011,3,0.68179
13/01/2011,4,0.85636
13/01/2011,5,0.95501
13/01/2011,6,0.89816
13/01/2011,7,0.69974
13/01/2011,8,0.33579
13/01/2011,9,0.07918
13/01/2011,10,0.12526
13/01/2011,11,0.49137
13/01/2011,12,0.25281
13/01/2011,13,0.84207
13/01/2011,14,0.39955
13/01/2011,15,0.34812
13/01/2011,16,0.41006
13/01/2011,17,0.3037
13/01/2011,18,0.08922
13/01/2011,19,0.18451
13/01/2011,20,0.29317
13/01/2011,21,0.35007
13/01/2011,22,0.40776
13/01/2011,23,0.52949
13/01/2011,24,0.48292
13/01/2011,25,0.51418
13/01/2011,26,0.56037
13/01/2011,27,0.38338
13/01/2011,28,1.32899
13/01/2011,29,1.47115
13/01/2011,30,1.09605
13/01/2011,31,0.71723
13/01/2011,32,1.34164
13/01/2011,33,2.0531
13/01/2011,34,2.18898
13/01/2011,35,2.17494
13/01/2011,36,1.31506
13/01/2011,37,1.861
13/01/2011,38,1.28904
13/01/2011,39,0.89297
13/01/2011,40,0.57921
13/01/2011,41,0.46605
13/01/2011,42,0.46666
13/01/2011,43,1.14479
13/01/2011,44,0.73767
13/01/2011,45,0.65155
13/01/2011,46,0.35873
13/01/2011,47,0.35064
13/01/2011,48,0.22665
14/01/2011,1,0.61477
14/01/2011,2,0.75539
14/01/2011,3,0.78744
14/01/2011,4,0.45214
14/01/2011,5,0.1546
14/01/2011,6,0.12569
14/01/2011,7,0.07127
14/01/2011,8,-0.30783
14/01/2011,9,-0.58011
14/01/2011,10,-0.71851
14/01/2011,11,-0.27471
14/01/2011,12,-0.46038
14/01/2011,13,-0.32848
14/01/2011,14,-0.20193
14/01/2011,15,-0.06784
14/01/2011,16,0.40169
14/01/2011,17,0.38153
14/01/2011,18,0.13854
14/01/2011,19,0.12985
14/01/2011,20,0.26224
14/01/2011,21,0.27936
14/01/2011,22,0.24374
14/01/2011,23,0.30453
14/01/2011,24,0.28916
14/01/2011,25,0.4632
14/01/2011,26,0.36549
14/01/2011,27,0.23645
14/01/2011,28,-0.00982
14/01/2011,29,0.17316
14/01/2011,30,0.06026
14/01/2011,31,-0.28224
14/01/2011,32,-0.08599
14/01/2011,33,0.13808
14/01/2011,34,0.65848
14/01/2011,35,1.14979
14/01/2011,36,1.48146
14/01/2011,37,1.17884
14/01/2011,38,0.99414
14/01/2011,39,0.79713
14/01/2011,40,1.07665
14/01/2011,41,1.4329
14/01/2011,42,1.29424
14/01/2011,43,0.86348
14/01/2011,44,0.60489
14/01/2011,45,0.53362
14/01/2011,46,0.64677
14/01/2011,47,1.05217
14/01/2011,48,0.6357
15/01/2011,1,0.64536
15/01/2011,2,0.77036
15/01/2011,3,0.82445
15/01/2011,4,0.59043
15/01/2011,5,0.32164
15/01/2011,6,0.58641
15/01/2011,7,0.90977
15/01/2011,8,0.86711
15/01/2011,9,0.94421
15/01/2011,10,0.76073
15/01/2011,11,0.7855
15/01/2011,12,0.80866
15/01/2011,13,0.9968
15/01/2011,14,0.80661
15/01/2011,15,0.93861
15/01/2011,16,0.79973
15/01/2011,17,1.37892
15/01/2011,18,1.22783
15/01/2011,19,0.69
15/01/2011,20,0.789
15/01/2011,21,1.05103
15/01/2011,22,1.2743
15/01/2011,23,1.1983
15/01/2011,24,1.28207
15/01/2011,25,1.22936
15/01/2011,26,1.00499
15/01/2011,27,0.98481
15/01/2011,28,0.76579
15/01/2011,29,0.84144
15/01/2011,30,0.64429
15/01/2011,31,0.41671
15/01/2011,32,0.24572
15/01/2011,33,0.61295
15/01/2011,34,0.73491
15/01/2011,35,0.76379
15/01/2011,36,0.86257
15/01/2011,37,0.87572
15/01/2011,38,0.6276
15/01/2011,39,0.62787
15/01/2011,40,0.44957
15/01/2011,41,0.56806
15/01/2011,42,0.59085
15/01/2011,43,0.30117
15/01/2011,44,0.29963
15/01/2011,45,-0.02226
15/01/2011,46,0.15936
15/01/2011,47,0.5652
15/01/2011,48,0.71108
16/01/2011,1,1.00492
16/01/2011,2,1.1085
16/01/2011,3,1.33816
16/01/2011,4,1.44502
16/01/2011,5,1.68896
16/01/2011,6,1.69591
16/01/2011,7,1.46755
16/01/2011,8,0.93154
16/01/2011,9,0.93437
16/01/2011,10,0.8747
16/01/2011,11,0.83116
16/01/2011,12,0.74434
16/01/2011,13,0.78109
16/01/2011,14,0.79233
16/01/2011,15,0.5659
16/01/2011,16,0.79476
16/01/2011,17,1.18285
16/01/2011,18,1.46124
16/01/2011,19,0.18275
16/01/2011,20,-0.03673
16/01/2011,21,0.30082
16/01/2011,22,0.67287
16/01/2011,23,0.28665
16/01/2011,24,0.57934
16/01/2011,25,1.292
16/01/2011,26,1.25747
16/01/2011,27,1.56916
16/01/2011,28,1.45984
16/01/2011,29,1.25899
16/01/2011,30,0.79931
16/01/2011,31,1.00558
16/01/2011,32,0.81448
16/01/2011,33,0.96816
16/01/2011,34,1.06061
16/01/2011,35,1.29703
16/01/2011,36,1.03426
16/01/2011,37,0.87391
16/01/2011,38,0.84971
16/01/2011,39,0.67083
16/01/2011,40,0.79505
16/01/2011,41,0.75115
16/01/2011,42,0.40553
16/01/2011,43,0.61596
16/01/2011,44,0.71986
16/01/2011,45,0.03898
16/01/2011,46,0.2777
16/01/2011,47,1.20636
16/01/2011,48,1.34764
17/01/2011,1,1.21373
17/01/2011,2,0.91276
17/01/2011,3,0.53243
17/01/2011,4,0.23108
17/01/2011,5,0.12666
17/01/2011,6,0.60642
17/01/2011,7,0.47465
17/01/2011,8,0.35566
17/01/2011,9,0.36238
17/01/2011,10,0.39028
17/01/2011,11,0.57731
17/01/2011,12,0.31585
17/01/2011,13,0.76655
17/01/2011,14,0.57254
17/01/2011,15,0.72268
17/01/2011,16,1.0452
17/01/2011,17,0.84739
17/01/2011,18,0.47933
17/01/2011,19,0.82668
17/01/2011,20,0.82338
17/01/2011,21,0.76385
17/01/2011,22,0.65073
17/01/2011,23,0.74517
17/01/2011,24,0.79011
17/01/2011,25,0.7688
17/01/2011,26,0.56072
17/01/2011,27,0.57729
17/01/2011,28,0.19363
17/01/2011,29,0.32914
17/01/2011,30,0.38442
17/01/2011,31,0.11066
17/01/2011,32,0.32637
17/01/2011,33,0.36082
17/01/2011,34,1.19927
17/01/2011,35,1.06001
17/01/2011,36,1.13454
17/01/2011,37,1.05413
17/01/2011,38,0.97146
17/01/2011,39,0.61006
17/01/2011,40,0.65928
17/01/2011,41,0.83404
17/01/2011,42,0.56668
17/01/2011,43,0.32054
17/01/2011,44,-0.16314
17/01/2011,45,-0.01424
17/01/2011,46,-0.44604
17/01/2011,47,-0.10684
17/01/2011,48,-0.15598
18/01/2011,1,0.12322
18/01/2011,2,0.23554
18/01/2011,3,0.585
18/01/2011,4,0.38944
18/01/2011,5,0.2117
18/01/2011,6,0.29624
18/01/2011,7,0.19184
18/01/2011,8,0.18206
18/01/2011,9,0.072
18/01/2011,10,0.16765
18/01/2011,11,0.18331
18/01/2011,12,0.25254
18/01/2011,13,1.53799
18/01/2011,14,1.78703
18/01/2011,15,1.6145
18/01/2011,16,2.64366
18/01/2011,17,2.22287
18/01/2011,18,1.10092
18/01/2011,19,1.13334
18/01/2011,20,0.98212
18/01/2011,21,0.68839
18/01/2011,22,0.52611
18/01/2011,23,0.49981
18/01/2011,24,0.41595
18/01/2011,25,0.27
18/01/2011,26,0.1358
18/01/2011,27,0.32377
18/01/2011,28,0.19023
18/01/2011,29,0.08456
18/01/2011,30,0.06149
18/01/2011,31,-0.02754
18/01/2011,32,0.10177
18/01/2011,33,0.08271
18/01/2011,34,0.59997
18/01/2011,35,1.11552
18/01/2011,36,0.86807
18/01/2011,37,0.69588
18/01/2011,38,0.46782
18/01/2011,39,0.85802
18/01/2011,40,0.55022
18/01/2011,41,0.53878
18/01/2011,42,0.61668
18/01/2011,43,0.34241
18/01/2011,44,0.08857
18/01/2011,45,0.84711
18/01/2011,46,0.43986
18/01/2011,47,0.16617
18/01/2011,48,0.03434
19/01/2011,1,0.21174
19/01/2011,2,0.47966
19/01/2011,3,0.80816
19/01/2011,4,0.74985
19/01/2011,5,0.34423
19/01/2011,6,0.52832
19/01/2011,7,0.46461
19/01/2011,8,0.45767
19/01/2011,9,1.07685
19/01/2011,10,0.67313
19/01/2011,11,0.32063
19/01/2011,12,0.04301
19/01/2011,13,0.53263
19/01/2011,14,0.60993
19/01/2011,15,0.99726
19/01/2011,16,1.97505
19/01/2011,17,1.29551
19/01/2011,18,0.83465
19/01/2011,19,1.30432
19/01/2011,20,1.53325
19/01/2011,21,1.03101
19/01/2011,22,0.71679
19/01/2011,23,0.64084
19/01/2011,24,0.51655
19/01/2011,25,0.39566
19/01/2011,26,0.12442
19/01/2011,27,0.03454
19/01/2011,28,-0.14721
19/01/2011,29,0.073
19/01/2011,30,-0.04077
19/01/2011,31,-0.23501
19/01/2011,32,-0.07811
19/01/2011,33,-0.18114
19/01/2011,34,1.06434
19/01/2011,35,1.3422
19/01/2011,36,1.21656
19/01/2011,37,1.72936
19/01/2011,38,1.2128
19/01/2011,39,0.86948
19/01/2011,40,0.86826
19/01/2011,41,0.77082
19/01/2011,42,0.38281
19/01/2011,43,0.03951
19/01/2011,44,0.03214
19/01/2011,45,0.4334
19/01/2011,46,-0.12107
19/01/2011,47,0.182
19/01/2011,48,0.02911
20/01/2011,1,0.4467
20/01/2011,2,0.24129
20/01/2011,3,0.21647
20/01/2011,4,0.29358
20/01/2011,5,0.20767
20/01/2011,6,0.18297
20/01/2011,7,0.40349
20/01/2011,8,0.38139
20/01/2011,9,0.23031
20/01/2011,10,0.0786
20/01/2011,11,-0.0144
20/01/2011,12,0.03354
20/01/2011,13,0.48705
20/01/2011,14,1.4484
20/01/2011,15,1.6933
20/01/2011,16,2.1479
20/01/2011,17,1.54104
20/01/2011,18,1.02442
20/01/2011,19,1.16439
20/01/2011,20,1.16114
20/01/2011,21,1.04528
20/01/2011,22,1.15752
20/01/2011,23,1.18375
20/01/2011,24,1.05877
20/01/2011,25,1.06539
20/01/2011,26,0.90222
20/01/2011,27,0.73182
20/01/2011,28,0.42629
20/01/2011,29,0.43515
20/01/2011,30,0.38226
20/01/2011,31,0.38118
20/01/2011,32,0.20659
20/01/2011,33,0.21125
20/01/2011,34,0.63156
20/01/2011,35,0.41149
20/01/2011,36,0.24923
20/01/2011,37,0.53862
20/01/2011,38,0.92253
20/01/2011,39,0.83615
20/01/2011,40,0.90973
20/01/2011,41,0.93136
20/01/2011,42,0.73818
20/01/2011,43,0.45245
20/01/2011,44,0.68836
20/01/2011,45,0.67549
20/01/2011,46,0.34814
20/01/2011,47,0.76118
20/01/2011,48,0.32819
21/01/2011,1,0.34585
21/01/2011,2,0.50469
21/01/2011,3,0.40291
21/01/2011,4,0.32782
21/01/2011,5,0.40099
21/01/2011,6,0.48074
21/01/2011,7,0.8116
21/01/2011,8,0.59891
21/01/2011,9,0.36384
21/01/2011,10,0.25205
21/01/2011,11,0.85825
21/01/2011,12,0.73327
21/01/2011,13,1.35585
21/01/2011,14,1.49943
21/01/2011,15,1.38206
21/01/2011,16,1.79452
21/01/2011,17,1.54428
21/01/2011,18,1.63245
21/01/2011,19,1.61882
21/01/2011,20,1.4586
21/01/2011,21,1.16888
21/01/2011,22,1.01783
21/01/2011,23,1.2173
21/01/2011,24,1.07267
21/01/2011,25,0.84953
21/01/2011,26,0.63113
21/01/2011,27,0.63264
21/01/2011,28,0.25852
21/01/2011,29,0.27009
21/01/2011,30,0.18585
21/01/2011,31,0.15029
21/01/2011,32,0.29734
21/01/2011,33,0.52982
21/01/2011,34,1.05872
21/01/2011,35,1.34372
