Date,Period,BSUoS
28/06/2017,23,1.61112
28/06/2017,24,1.27668
28/06/2017,25,1.3626
28/06/2017,26,1.59183
28/06/2017,27,1.69498
28/06/2017,28,1.69068
28/06/2017,29,1.39397
28/06/2017,30,1.03135
28/06/2017,31,0.99831
28/06/2017,32,1.14921
28/06/2017,33,1.4835
28/06/2017,34,1.45564
28/06/2017,35,1.73586
28/06/2017,36,1.59627
28/06/2017,37,1.34729
28/06/2017,38,1.79448
28/06/2017,39,2.27384
28/06/2017,40,2.7934
28/06/2017,41,2.61915
28/06/2017,42,2.52485
28/06/2017,43,2.32036
28/06/2017,44,2.20978
28/06/2017,45,1.49385
28/06/2017,46,1.35113
28/06/2017,47,2.57708
28/06/2017,48,3.20591
29/06/2017,1,3.98482
29/06/2017,2,4.2195
29/06/2017,3,4.93462
29/06/2017,4,5.674
29/06/2017,5,6.07445
29/06/2017,6,6.25123
29/06/2017,7,6.92044
29/06/2017,8,7.17635
29/06/2017,9,7.47503
29/06/2017,10,7.57998
29/06/2017,11,9.69177
29/06/2017,12,9.79676
29/06/2017,13,8.21661
29/06/2017,14,6.16298
29/06/2017,15,5.70269
29/06/2017,16,4.94411
29/06/2017,17,3.49884
29/06/2017,18,4.00337
29/06/2017,19,5.13351
29/06/2017,20,4.97292
29/06/2017,21,4.87494
29/06/2017,22,4.59787
29/06/2017,23,4.3011
29/06/2017,24,4.74431
29/06/2017,25,4.70144
29/06/2017,26,4.61523
29/06/2017,27,5.23571
29/06/2017,28,5.13362
29/06/2017,29,4.53967
29/06/2017,30,3.80404
29/06/2017,31,3.23397
29/06/2017,32,3.52688
29/06/2017,33,4.16613
29/06/2017,34,4.55838
29/06/2017,35,4.59186
29/06/2017,36,4.52874
29/06/2017,37,4.30942
29/06/2017,38,3.86391
29/06/2017,39,3.50321
29/06/2017,40,3.67108
29/06/2017,41,3.54154
29/06/2017,42,3.49161
29/06/2017,43,3.26421
29/06/2017,44,3.12254
29/06/2017,45,2.41393
29/06/2017,46,2.42062
29/06/2017,47,3.10871
29/06/2017,48,3.99651
30/06/2017,1,4.86541
30/06/2017,2,4.65393
30/06/2017,3,4.24021
30/06/2017,4,3.62149
30/06/2017,5,3.47364
30/06/2017,6,3.18025
30/06/2017,7,3.45836
30/06/2017,8,3.39445
30/06/2017,9,3.59812
30/06/2017,10,3.9765
30/06/2017,11,4.11683
30/06/2017,12,4.00757
30/06/2017,13,3.46395
30/06/2017,14,2.46464
30/06/2017,15,1.71645
30/06/2017,16,1.30801
30/06/2017,17,1.18693
30/06/2017,18,1.11618
30/06/2017,19,1.34662
30/06/2017,20,1.13952
30/06/2017,21,1.35243
30/06/2017,22,1.78443
30/06/2017,23,2.06056
30/06/2017,24,1.72659
30/06/2017,25,1.8716
30/06/2017,26,2.04463
30/06/2017,27,1.88969
30/06/2017,28,2.05253
30/06/2017,29,1.54676
30/06/2017,30,1.39335
30/06/2017,31,1.35816
30/06/2017,32,1.26183
30/06/2017,33,1.41227
30/06/2017,34,1.47692
30/06/2017,35,1.35566
30/06/2017,36,1.17116
30/06/2017,37,0.98612
30/06/2017,38,0.91799
30/06/2017,39,0.92691
30/06/2017,40,1.93954
30/06/2017,41,2.11979
30/06/2017,42,1.82303
30/06/2017,43,1.58661
30/06/2017,44,1.44432
30/06/2017,45,1.30548
30/06/2017,46,1.35793
30/06/2017,47,2.18277
30/06/2017,48,2.60996
01/07/2017,1,2.90595
01/07/2017,2,2.77082
01/07/2017,3,2.79614
01/07/2017,4,2.94664
01/07/2017,5,3.39434
01/07/2017,6,3.18408
01/07/2017,7,3.84616
01/07/2017,8,4.08977
01/07/2017,9,4.74746
01/07/2017,10,3.8937
01/07/2017,11,3.85309
01/07/2017,12,4.16071
01/07/2017,13,3.49318
01/07/2017,14,3.31009
01/07/2017,15,2.39666
01/07/2017,16,2.81143
01/07/2017,17,3.03623
01/07/2017,18,3.36484
01/07/2017,19,3.32649
01/07/2017,20,2.95262
01/07/2017,21,2.26915
01/07/2017,22,1.99275
01/07/2017,23,1.91065
01/07/2017,24,1.7475
01/07/2017,25,2.09666
01/07/2017,26,2.14543
01/07/2017,27,3.32501
01/07/2017,28,2.98139
01/07/2017,29,3.26809
01/07/2017,30,3.97378
01/07/2017,31,4.21962
01/07/2017,32,4.73095
01/07/2017,33,6.30033
01/07/2017,34,6.91738
01/07/2017,35,7.39059
01/07/2017,36,8.30858
01/07/2017,37,9.21519
01/07/2017,38,9.82481
01/07/2017,39,9.55047
01/07/2017,40,9.93106
01/07/2017,41,9.41255
01/07/2017,42,8.91084
01/07/2017,43,9.19642
01/07/2017,44,9.03334
01/07/2017,45,9.0773
01/07/2017,46,8.67796
01/07/2017,47,9.20543
01/07/2017,48,10.0633
02/07/2017,1,10.67424
02/07/2017,2,9.92459
02/07/2017,3,10.05964
02/07/2017,4,9.38197
02/07/2017,5,10.04262
02/07/2017,6,9.8018
02/07/2017,7,9.83968
02/07/2017,8,8.59828
02/07/2017,9,7.65266
02/07/2017,10,7.52027
02/07/2017,11,8.0074
02/07/2017,12,8.28793
02/07/2017,13,8.00088
02/07/2017,14,7.34278
02/07/2017,15,6.36433
02/07/2017,16,6.00798
02/07/2017,17,6.34841
02/07/2017,18,5.91148
02/07/2017,19,5.11018
02/07/2017,20,5.32907
02/07/2017,21,5.40979
02/07/2017,22,5.5621
02/07/2017,23,5.90081
02/07/2017,24,5.21088
02/07/2017,25,4.80977
02/07/2017,26,4.32297
02/07/2017,27,4.44484
02/07/2017,28,3.54633
02/07/2017,29,3.01686
02/07/2017,30,2.90854
02/07/2017,31,2.52591
02/07/2017,32,2.40446
02/07/2017,33,3.21583
02/07/2017,34,3.03674
02/07/2017,35,3.47475
02/07/2017,36,3.55196
02/07/2017,37,3.53078
02/07/2017,38,3.98241
02/07/2017,39,3.54438
02/07/2017,40,3.88029
02/07/2017,41,3.68872
02/07/2017,42,3.79269
02/07/2017,43,3.2942
02/07/2017,44,3.22702
02/07/2017,45,3.15117
02/07/2017,46,2.42737
02/07/2017,47,3.60492
02/07/2017,48,3.64031
03/07/2017,1,4.9844
03/07/2017,2,5.40139
03/07/2017,3,5.67696
03/07/2017,4,4.90143
03/07/2017,5,5.37589
03/07/2017,6,5.2869
03/07/2017,7,5.61381
03/07/2017,8,5.54497
03/07/2017,9,5.91031
03/07/2017,10,5.695
03/07/2017,11,6.16488
03/07/2017,12,5.96332
03/07/2017,13,4.54835
03/07/2017,14,3.29219
03/07/2017,15,1.78872
03/07/2017,16,1.81308
03/07/2017,17,2.17362
03/07/2017,18,2.51094
03/07/2017,19,2.5043
03/07/2017,20,2.07973
03/07/2017,21,1.91133
03/07/2017,22,1.7542
03/07/2017,23,1.47185
03/07/2017,24,1.40445
03/07/2017,25,1.61923
03/07/2017,26,1.26388
03/07/2017,27,1.47989
03/07/2017,28,1.31766
03/07/2017,29,1.12681
03/07/2017,30,1.06231
03/07/2017,31,0.7411
03/07/2017,32,1.11657
03/07/2017,33,0.99341
03/07/2017,34,1.22026
03/07/2017,35,1.10295
03/07/2017,36,1.11865
03/07/2017,37,0.94366
03/07/2017,38,1.35705
03/07/2017,39,1.08346
03/07/2017,40,1.49508
03/07/2017,41,1.51126
03/07/2017,42,1.40439
03/07/2017,43,1.73149
03/07/2017,44,1.79879
03/07/2017,45,1.18232
03/07/2017,46,0.77596
03/07/2017,47,1.38397
03/07/2017,48,1.78593
04/07/2017,1,2.42321
04/07/2017,2,1.67088
04/07/2017,3,1.78321
04/07/2017,4,1.77062
04/07/2017,5,1.37361
04/07/2017,6,1.39701
04/07/2017,7,1.62241
04/07/2017,8,1.40869
04/07/2017,9,1.34311
04/07/2017,10,1.24375
04/07/2017,11,1.50228
04/07/2017,12,1.55645
04/07/2017,13,0.95922
04/07/2017,14,0.84075
04/07/2017,15,0.81297
04/07/2017,16,1.19456
04/07/2017,17,1.58216
04/07/2017,18,1.53403
04/07/2017,19,1.71293
04/07/2017,20,1.81372
04/07/2017,21,1.66526
04/07/2017,22,1.94637
04/07/2017,23,1.83716
04/07/2017,24,1.34033
04/07/2017,25,1.13772
04/07/2017,26,1.31441
04/07/2017,27,1.19728
04/07/2017,28,1.15465
04/07/2017,29,0.9784
04/07/2017,30,0.86333
04/07/2017,31,1.10751
04/07/2017,32,1.22916
04/07/2017,33,1.31687
04/07/2017,34,1.259
04/07/2017,35,1.44316
04/07/2017,36,1.57428
04/07/2017,37,1.33486
04/07/2017,38,1.36712
04/07/2017,39,1.66114
04/07/2017,40,1.86734
04/07/2017,41,1.56624
04/07/2017,42,1.26422
04/07/2017,43,1.53799
04/07/2017,44,1.35398
04/07/2017,45,1.62787
04/07/2017,46,1.42594
04/07/2017,47,1.57822
04/07/2017,48,1.75268
05/07/2017,1,2.03324
05/07/2017,2,1.54066
05/07/2017,3,1.26961
05/07/2017,4,1.86444
05/07/2017,5,1.54617
05/07/2017,6,1.77819
05/07/2017,7,1.78155
05/07/2017,8,1.64418
05/07/2017,9,1.42422
05/07/2017,10,1.1823
05/07/2017,11,1.24727
05/07/2017,12,1.19268
05/07/2017,13,1.26916
05/07/2017,14,1.54677
05/07/2017,15,1.59489
05/07/2017,16,1.68564
05/07/2017,17,1.85932
05/07/2017,18,1.71442
05/07/2017,19,1.20168
05/07/2017,20,1.04572
05/07/2017,21,1.31784
05/07/2017,22,1.24097
05/07/2017,23,1.44351
05/07/2017,24,1.85695
05/07/2017,25,1.82623
05/07/2017,26,1.69155
05/07/2017,27,2.20565
05/07/2017,28,2.47273
05/07/2017,29,1.71513
05/07/2017,30,1.32921
05/07/2017,31,0.78904
05/07/2017,32,0.957
05/07/2017,33,1.34851
05/07/2017,34,1.64188
05/07/2017,35,1.58409
05/07/2017,36,1.9853
05/07/2017,37,1.53408
05/07/2017,38,1.27686
05/07/2017,39,1.74265
05/07/2017,40,1.93405
05/07/2017,41,1.87995
05/07/2017,42,1.67334
05/07/2017,43,1.73679
05/07/2017,44,1.59718
05/07/2017,45,1.27757
05/07/2017,46,1.32589
05/07/2017,47,1.38177
05/07/2017,48,1.44388
06/07/2017,1,1.69164
06/07/2017,2,1.591
06/07/2017,3,1.9717
06/07/2017,4,1.87253
06/07/2017,5,1.81221
06/07/2017,6,1.70068
06/07/2017,7,1.98111
06/07/2017,8,1.97819
06/07/2017,9,2.49435
06/07/2017,10,2.04797
06/07/2017,11,2.12568
06/07/2017,12,2.07245
06/07/2017,13,1.39647
06/07/2017,14,1.2071
06/07/2017,15,1.43165
06/07/2017,16,1.17938
06/07/2017,17,1.44531
06/07/2017,18,1.60215
06/07/2017,19,1.69742
06/07/2017,20,1.87831
06/07/2017,21,2.26353
06/07/2017,22,2.42878
06/07/2017,23,2.19081
06/07/2017,24,1.39432
06/07/2017,25,1.06087
06/07/2017,26,1.0165
06/07/2017,27,1.34615
06/07/2017,28,1.37701
06/07/2017,29,1.13828
06/07/2017,30,1.04789
06/07/2017,31,1.54893
06/07/2017,32,2.17531
06/07/2017,33,2.45177
06/07/2017,34,2.15848
06/07/2017,35,1.73044
06/07/2017,36,1.7456
06/07/2017,37,1.61942
06/07/2017,38,1.55586
06/07/2017,39,1.44731
06/07/2017,40,1.39673
06/07/2017,41,1.48657
06/07/2017,42,1.32583
06/07/2017,43,2.01289
06/07/2017,44,2.07726
06/07/2017,45,1.97649
06/07/2017,46,1.71575
06/07/2017,47,2.50345
06/07/2017,48,2.47694
07/07/2017,1,2.68534
07/07/2017,2,1.92587
07/07/2017,3,1.75433
07/07/2017,4,1.77518
07/07/2017,5,1.96207
07/07/2017,6,2.10664
07/07/2017,7,2.18851
07/07/2017,8,1.74224
07/07/2017,9,1.76273
07/07/2017,10,1.61451
07/07/2017,11,1.49886
07/07/2017,12,1.54986
07/07/2017,13,1.74567
07/07/2017,14,1.36886
07/07/2017,15,1.1363
07/07/2017,16,1.53781
07/07/2017,17,1.48084
07/07/2017,18,1.47736
07/07/2017,19,1.55556
07/07/2017,20,1.74042
07/07/2017,21,1.53807
07/07/2017,22,1.31028
07/07/2017,23,1.96955
07/07/2017,24,1.52008
07/07/2017,25,1.32045
07/07/2017,26,1.27039
07/07/2017,27,1.30101
07/07/2017,28,1.09387
07/07/2017,29,0.92018
07/07/2017,30,0.93281
07/07/2017,31,1.59032
07/07/2017,32,1.87466
07/07/2017,33,1.8358
07/07/2017,34,1.60723
07/07/2017,35,1.52674
07/07/2017,36,1.80165
07/07/2017,37,1.35411
07/07/2017,38,1.28051
07/07/2017,39,1.00764
07/07/2017,40,1.42196
07/07/2017,41,1.80685
07/07/2017,42,1.53987
07/07/2017,43,1.51741
07/07/2017,44,1.28004
07/07/2017,45,0.62921
07/07/2017,46,0.64295
07/07/2017,47,1.71247
07/07/2017,48,1.92788
08/07/2017,1,1.95516
08/07/2017,2,2.1872
08/07/2017,3,2.12848
08/07/2017,4,1.87798
08/07/2017,5,1.61271
08/07/2017,6,1.68449
08/07/2017,7,1.51319
08/07/2017,8,1.58433
08/07/2017,9,1.7096
08/07/2017,10,1.76202
08/07/2017,11,1.63894
08/07/2017,12,1.76813
08/07/2017,13,1.96692
08/07/2017,14,2.23652
08/07/2017,15,2.01853
08/07/2017,16,1.87582
08/07/2017,17,1.41063
08/07/2017,18,1.38726
08/07/2017,19,1.29193
08/07/2017,20,1.22988
08/07/2017,21,1.10161
08/07/2017,22,0.83232
08/07/2017,23,1.20341
08/07/2017,24,1.51534
08/07/2017,25,1.45555
08/07/2017,26,1.40841
08/07/2017,27,1.23788
08/07/2017,28,1.1632
08/07/2017,29,0.73162
08/07/2017,30,0.806
08/07/2017,31,1.12228
08/07/2017,32,1.3217
08/07/2017,33,1.75238
08/07/2017,34,1.62739
08/07/2017,35,1.19449
08/07/2017,36,1.36917
08/07/2017,37,0.97815
08/07/2017,38,1.03096
08/07/2017,39,1.39816
08/07/2017,40,2.00507
08/07/2017,41,2.06646
08/07/2017,42,1.84017
08/07/2017,43,1.76985
08/07/2017,44,1.93006
08/07/2017,45,2.1531
08/07/2017,46,2.1624
08/07/2017,47,2.75054
08/07/2017,48,2.95816
09/07/2017,1,3.07035
09/07/2017,2,2.95849
09/07/2017,3,3.42669
09/07/2017,4,3.70544
09/07/2017,5,3.43964
09/07/2017,6,3.17682
09/07/2017,7,3.03387
09/07/2017,8,3.25116
09/07/2017,9,3.6257
09/07/2017,10,3.41839
09/07/2017,11,3.35513
09/07/2017,12,3.85207
09/07/2017,13,3.80386
09/07/2017,14,3.41114
09/07/2017,15,2.09739
09/07/2017,16,1.78879
09/07/2017,17,2.09391
09/07/2017,18,2.3334
09/07/2017,19,2.21904
09/07/2017,20,2.61902
09/07/2017,21,2.18678
09/07/2017,22,2.9445
09/07/2017,23,3.19063
09/07/2017,24,2.68979
09/07/2017,25,2.90278
09/07/2017,26,2.70302
09/07/2017,27,1.95571
09/07/2017,28,1.35507
09/07/2017,29,1.53258
09/07/2017,30,1.8092
09/07/2017,31,1.7186
09/07/2017,32,1.54097
09/07/2017,33,1.17145
09/07/2017,34,1.29908
09/07/2017,35,1.39117
09/07/2017,36,1.53261
09/07/2017,37,1.5578
09/07/2017,38,1.75992
09/07/2017,39,1.96681
09/07/2017,40,1.93628
09/07/2017,41,1.86394
09/07/2017,42,1.67217
09/07/2017,43,1.3913
09/07/2017,44,1.33595
09/07/2017,45,1.29565
09/07/2017,46,1.71802
09/07/2017,47,2.28451
09/07/2017,48,2.02904
10/07/2017,1,1.45285
10/07/2017,2,1.7587
10/07/2017,3,1.7168
10/07/2017,4,2.03837
10/07/2017,5,1.96094
10/07/2017,6,1.73245
10/07/2017,7,1.48522
10/07/2017,8,1.78405
10/07/2017,9,1.87202
10/07/2017,10,1.83039
10/07/2017,11,1.65436
10/07/2017,12,1.48274
10/07/2017,13,1.63268
10/07/2017,14,1.79914
10/07/2017,15,1.28666
10/07/2017,16,1.40039
10/07/2017,17,1.43475
10/07/2017,18,1.54756
10/07/2017,19,2.17308
10/07/2017,20,2.10931
10/07/2017,21,1.87457
10/07/2017,22,1.73712
10/07/2017,23,1.54008
10/07/2017,24,1.45893
10/07/2017,25,1.36014
10/07/2017,26,1.20198
10/07/2017,27,1.6394
10/07/2017,28,1.4528
10/07/2017,29,1.07845
10/07/2017,30,1.04539
10/07/2017,31,0.93483
10/07/2017,32,0.92261
10/07/2017,33,1.19778
10/07/2017,34,1.85042
10/07/2017,35,2.04962
10/07/2017,36,2.34874
10/07/2017,37,1.99485
10/07/2017,38,1.94929
10/07/2017,39,2.21102
10/07/2017,40,2.32169
10/07/2017,41,1.53889
10/07/2017,42,1.2847
10/07/2017,43,1.43781
10/07/2017,44,1.30201
10/07/2017,45,0.86914
10/07/2017,46,0.63185
10/07/2017,47,1.52454
10/07/2017,48,1.42312
11/07/2017,1,1.21971
11/07/2017,2,1.09865
11/07/2017,3,1.44583
11/07/2017,4,1.60985
11/07/2017,5,1.51487
11/07/2017,6,1.64074
11/07/2017,7,1.64912
11/07/2017,8,1.63064
11/07/2017,9,1.86089
11/07/2017,10,1.57825
11/07/2017,11,1.72227
11/07/2017,12,1.96383
11/07/2017,13,1.08785
11/07/2017,14,0.57
11/07/2017,15,0.85495
11/07/2017,16,1.49365
11/07/2017,17,1.25785
11/07/2017,18,1.07943
11/07/2017,19,1.1416
11/07/2017,20,1.11264
11/07/2017,21,1.07654
11/07/2017,22,1.08746
11/07/2017,23,1.23861
11/07/2017,24,1.33931
11/07/2017,25,1.35169
11/07/2017,26,1.2733
11/07/2017,27,1.85446
11/07/2017,28,2.32271
11/07/2017,29,2.08238
11/07/2017,30,1.38755
11/07/2017,31,0.64359
11/07/2017,32,0.89872
11/07/2017,33,1.34825
11/07/2017,34,1.10991
11/07/2017,35,0.82799
11/07/2017,36,0.80304
11/07/2017,37,0.83143
11/07/2017,38,0.77071
11/07/2017,39,0.87991
11/07/2017,40,1.07794
11/07/2017,41,1.18827
11/07/2017,42,1.39629
11/07/2017,43,1.46711
11/07/2017,44,0.96761
11/07/2017,45,0.56557
11/07/2017,46,0.56185
11/07/2017,47,1.50441
11/07/2017,48,1.60883
12/07/2017,1,1.76816
12/07/2017,2,1.18794
12/07/2017,3,1.47891
12/07/2017,4,0.96451
12/07/2017,5,1.39704
12/07/2017,6,1.45942
12/07/2017,7,1.50871
12/07/2017,8,1.75973
12/07/2017,9,2.40553
12/07/2017,10,1.97248
12/07/2017,11,2.18841
12/07/2017,12,1.94209
12/07/2017,13,1.63048
12/07/2017,14,1.67013
12/07/2017,15,1.33029
12/07/2017,16,1.23326
12/07/2017,17,1.27602
12/07/2017,18,1.15499
12/07/2017,19,1.30947
12/07/2017,20,1.20976
12/07/2017,21,1.19578
12/07/2017,22,1.11744
12/07/2017,23,1.08199
12/07/2017,24,1.06845
12/07/2017,25,1.1507
12/07/2017,26,1.30048
12/07/2017,27,1.65018
12/07/2017,28,1.75434
12/07/2017,29,1.09122
12/07/2017,30,0.96761
12/07/2017,31,0.62064
12/07/2017,32,0.76503
12/07/2017,33,1.16981
12/07/2017,34,1.43698
12/07/2017,35,1.55745
12/07/2017,36,1.65425
12/07/2017,37,1.07376
12/07/2017,38,1.05316
12/07/2017,39,1.15555
12/07/2017,40,1.47397
12/07/2017,41,1.60618
12/07/2017,42,1.98948
12/07/2017,43,2.07768
12/07/2017,44,1.71635
12/07/2017,45,1.11386
12/07/2017,46,1.12424
12/07/2017,47,1.18903
12/07/2017,48,1.44114
13/07/2017,1,2.75753
13/07/2017,2,2.65029
13/07/2017,3,2.7124
13/07/2017,4,2.63581
13/07/2017,5,2.43002
13/07/2017,6,2.52602
13/07/2017,7,2.84863
13/07/2017,8,2.74336
13/07/2017,9,2.75751
13/07/2017,10,2.78059
13/07/2017,11,2.66295
13/07/2017,12,2.61757
13/07/2017,13,2.56216
13/07/2017,14,2.42987
13/07/2017,15,2.83755
13/07/2017,16,3.0364
13/07/2017,17,3.01614
13/07/2017,18,2.69579
13/07/2017,19,2.60242
13/07/2017,20,2.52492
13/07/2017,21,2.72382
13/07/2017,22,2.72854
13/07/2017,23,2.68061
13/07/2017,24,2.4498
13/07/2017,25,2.13686
13/07/2017,26,2.00714
13/07/2017,27,2.04455
13/07/2017,28,1.82759
13/07/2017,29,1.67348
13/07/2017,30,1.69407
13/07/2017,31,1.84586
13/07/2017,32,1.80392
13/07/2017,33,2.68058
13/07/2017,34,4.34096
13/07/2017,35,5.38858
13/07/2017,36,5.98695
13/07/2017,37,4.78532
13/07/2017,38,4.31038
13/07/2017,39,3.44968
13/07/2017,40,3.14224
13/07/2017,41,2.65001
13/07/2017,42,2.76933
13/07/2017,43,2.62255
13/07/2017,44,2.31071
13/07/2017,45,2.21733
13/07/2017,46,2.0665
13/07/2017,47,3.14451
13/07/2017,48,3.83541
14/07/2017,1,3.71961
14/07/2017,2,3.4022
14/07/2017,3,3.53704
14/07/2017,4,3.27784
14/07/2017,5,3.56915
14/07/2017,6,3.63617
14/07/2017,7,3.24398
14/07/2017,8,3.15308
14/07/2017,9,3.30523
14/07/2017,10,3.36435
14/07/2017,11,3.61945
14/07/2017,12,3.56831
14/07/2017,13,3.67831
14/07/2017,14,3.4714
14/07/2017,15,3.31987
14/07/2017,16,3.00311
14/07/2017,17,2.82217
14/07/2017,18,3.24483
14/07/2017,19,3.23934
14/07/2017,20,2.7917
14/07/2017,21,2.65786
14/07/2017,22,3.6531
14/07/2017,23,3.38879
14/07/2017,24,4.07104
14/07/2017,25,2.78756
14/07/2017,26,2.27441
14/07/2017,27,1.73385
14/07/2017,28,1.63968
14/07/2017,29,1.14871
14/07/2017,30,1.40487
14/07/2017,31,1.52438
14/07/2017,32,2.0177
14/07/2017,33,2.26891
14/07/2017,34,2.19487
14/07/2017,35,2.19245
14/07/2017,36,2.55222
14/07/2017,37,2.44521
14/07/2017,38,2.41728
14/07/2017,39,2.38046
14/07/2017,40,2.73229
14/07/2017,41,2.90024
14/07/2017,42,2.93502
14/07/2017,43,2.69275
14/07/2017,44,2.75259
14/07/2017,45,2.58159
14/07/2017,46,2.15245
14/07/2017,47,3.05377
14/07/2017,48,3.35054
15/07/2017,1,3.77392
15/07/2017,2,3.62906
15/07/2017,3,4.07116
15/07/2017,4,4.20258
15/07/2017,5,4.78345
15/07/2017,6,4.26017
15/07/2017,7,4.27905
15/07/2017,8,4.10013
15/07/2017,9,4.08537
15/07/2017,10,4.40699
15/07/2017,11,4.28231
15/07/2017,12,4.38687
15/07/2017,13,4.73781
15/07/2017,14,5.00439
15/07/2017,15,3.68939
15/07/2017,16,3.7139
15/07/2017,17,3.81765
15/07/2017,18,3.76639
15/07/2017,19,3.86958
15/07/2017,20,3.81083
15/07/2017,21,3.61737
15/07/2017,22,3.41139
15/07/2017,23,3.12296
15/07/2017,24,3.14971
15/07/2017,25,3.14315
15/07/2017,26,3.66969
15/07/2017,27,3.88585
15/07/2017,28,4.63137
15/07/2017,29,5.0709
15/07/2017,30,5.72402
15/07/2017,31,6.78972
15/07/2017,32,6.44961
15/07/2017,33,6.84042
15/07/2017,34,7.08177
15/07/2017,35,7.11654
15/07/2017,36,7.04837
15/07/2017,37,6.84078
15/07/2017,38,6.0825
15/07/2017,39,6.19252
15/07/2017,40,6.02268
15/07/2017,41,5.79166
15/07/2017,42,5.90964
15/07/2017,43,6.01718
15/07/2017,44,5.59692
15/07/2017,45,4.41693
15/07/2017,46,4.26773
15/07/2017,47,5.24277
15/07/2017,48,6.00881
16/07/2017,1,6.03569
16/07/2017,2,6.01371
16/07/2017,3,7.00531
16/07/2017,4,6.79577
16/07/2017,5,6.48995
16/07/2017,6,5.46978
16/07/2017,7,5.40081
16/07/2017,8,5.5235
16/07/2017,9,5.61647
16/07/2017,10,6.13256
16/07/2017,11,6.1033
16/07/2017,12,6.41803
16/07/2017,13,6.66531
16/07/2017,14,5.80199
16/07/2017,15,4.85296
16/07/2017,16,4.75396
16/07/2017,17,4.08718
16/07/2017,18,4.29802
16/07/2017,19,4.89684
16/07/2017,20,4.99508
16/07/2017,21,5.2301
16/07/2017,22,5.9447
16/07/2017,23,6.13893
16/07/2017,24,6.9005
16/07/2017,25,7.76224
16/07/2017,26,7.73249
16/07/2017,27,7.99586
16/07/2017,28,7.44671
16/07/2017,29,7.81386
16/07/2017,30,8.0467
16/07/2017,31,7.39759
16/07/2017,32,7.45458
16/07/2017,33,7.24126
16/07/2017,34,7.50941
16/07/2017,35,7.91842
16/07/2017,36,8.10926
16/07/2017,37,8.27689
16/07/2017,38,8.38546
16/07/2017,39,7.77301
16/07/2017,40,7.70101
16/07/2017,41,7.16577
16/07/2017,42,6.9032
16/07/2017,43,6.34419
16/07/2017,44,5.42829
16/07/2017,45,5.37064
16/07/2017,46,5.1682
16/07/2017,47,5.57971
16/07/2017,48,5.94558
17/07/2017,1,5.97013
17/07/2017,2,6.1755
17/07/2017,3,6.21322
17/07/2017,4,6.4142
17/07/2017,5,6.60551
17/07/2017,6,6.60224
17/07/2017,7,6.51319
17/07/2017,8,6.11598
17/07/2017,9,5.7587
17/07/2017,10,5.3656
17/07/2017,11,5.87102
17/07/2017,12,5.92928
17/07/2017,13,5.9939
17/07/2017,14,5.03101
17/07/2017,15,4.83298
17/07/2017,16,4.21163
17/07/2017,17,2.51263
17/07/2017,18,2.4447
17/07/2017,19,2.29495
17/07/2017,20,2.28346
17/07/2017,21,2.40924
17/07/2017,22,2.57378
17/07/2017,23,2.6111
17/07/2017,24,2.42919
17/07/2017,25,2.47828
17/07/2017,26,2.43701
17/07/2017,27,2.59832
17/07/2017,28,2.51044
17/07/2017,29,2.34185
17/07/2017,30,2.66692
17/07/2017,31,2.25384
17/07/2017,32,3.25399
17/07/2017,33,3.34288
17/07/2017,34,3.51858
17/07/2017,35,3.27063
17/07/2017,36,3.01715
17/07/2017,37,2.81167
17/07/2017,38,2.91012
17/07/2017,39,3.3678
17/07/2017,40,3.39835
17/07/2017,41,3.21477
17/07/2017,42,3.0621
17/07/2017,43,3.15482
17/07/2017,44,3.17929
17/07/2017,45,3.15878
17/07/2017,46,2.76323
17/07/2017,47,2.83207
17/07/2017,48,2.82324
18/07/2017,1,2.54489
18/07/2017,2,2.53847
18/07/2017,3,2.58002
18/07/2017,4,2.66816
18/07/2017,5,2.80018
18/07/2017,6,2.77921
18/07/2017,7,2.6042
18/07/2017,8,2.67997
18/07/2017,9,2.65488
18/07/2017,10,2.57861
18/07/2017,11,2.75946
18/07/2017,12,2.52896
18/07/2017,13,2.71231
18/07/2017,14,2.65046
18/07/2017,15,2.06788
18/07/2017,16,2.24496
18/07/2017,17,2.44158
18/07/2017,18,2.38179
18/07/2017,19,2.45176
18/07/2017,20,2.37379
18/07/2017,21,2.09924
18/07/2017,22,1.77833
18/07/2017,23,1.93497
18/07/2017,24,1.81124
18/07/2017,25,1.7645
18/07/2017,26,1.94116
18/07/2017,27,1.91376
18/07/2017,28,1.81169
18/07/2017,29,1.77663
18/07/2017,30,1.74616
18/07/2017,31,1.69477
18/07/2017,32,1.91409
18/07/2017,33,2.59727
18/07/2017,34,2.8338
18/07/2017,35,2.42038
18/07/2017,36,2.59181
18/07/2017,37,2.22629
18/07/2017,38,2.39666
18/07/2017,39,2.13781
18/07/2017,40,2.25179
18/07/2017,41,2.56447
18/07/2017,42,2.60864
18/07/2017,43,3.02856
18/07/2017,44,3.39472
18/07/2017,45,3.41689
18/07/2017,46,3.19645
18/07/2017,47,4.5003
18/07/2017,48,5.78273
19/07/2017,1,4.68885
19/07/2017,2,5.21018
19/07/2017,3,5.57977
19/07/2017,4,5.45029
19/07/2017,5,5.36309
19/07/2017,6,5.39321
19/07/2017,7,5.4613
19/07/2017,8,6.24971
19/07/2017,9,7.42827
19/07/2017,10,8.21425
19/07/2017,11,7.44628
19/07/2017,12,8.36529
19/07/2017,13,7.64533
