Date,Period,BSUoS
30/03/2017,34,0.86791
30/03/2017,35,1.14438
30/03/2017,36,1.23026
30/03/2017,37,1.37606
30/03/2017,38,1.34805
30/03/2017,39,1.10298
30/03/2017,40,1.63895
30/03/2017,41,2.4081
30/03/2017,42,1.79256
30/03/2017,43,1.31793
30/03/2017,44,0.88839
30/03/2017,45,0.66593
30/03/2017,46,0.76806
30/03/2017,47,1.48991
30/03/2017,48,0.54406
31/03/2017,1,0.55508
31/03/2017,2,0.90707
31/03/2017,3,1.0274
31/03/2017,4,1.59978
31/03/2017,5,1.21819
31/03/2017,6,1.19246
31/03/2017,7,0.92112
31/03/2017,8,0.86498
31/03/2017,9,0.92007
31/03/2017,10,0.99431
31/03/2017,11,1.19569
31/03/2017,12,0.95805
31/03/2017,13,0.3999
31/03/2017,14,0.37124
31/03/2017,15,0.45239
31/03/2017,16,0.90943
31/03/2017,17,1.03219
31/03/2017,18,0.48947
31/03/2017,19,0.35302
31/03/2017,20,0.23457
31/03/2017,21,-0.03967
31/03/2017,22,-0.08947
31/03/2017,23,0.18654
31/03/2017,24,0.06989
31/03/2017,25,-0.04515
31/03/2017,26,0.05013
31/03/2017,27,0.89828
31/03/2017,28,0.55673
31/03/2017,29,0.98234
31/03/2017,30,1.1332
31/03/2017,31,0.93166
31/03/2017,32,1.28494
31/03/2017,33,1.50826
31/03/2017,34,1.8737
31/03/2017,35,1.51778
31/03/2017,36,0.96131
31/03/2017,37,0.82811
31/03/2017,38,0.80772
31/03/2017,39,0.98678
31/03/2017,40,1.56048
31/03/2017,41,1.33613
31/03/2017,42,0.82135
31/03/2017,43,1.13551
31/03/2017,44,0.86162
31/03/2017,45,0.62537
31/03/2017,46,0.34521
31/03/2017,47,1.11858
31/03/2017,48,1.01789
01/04/2017,1,2.32048
01/04/2017,2,2.38117
01/04/2017,3,3.07589
01/04/2017,4,3.40034
01/04/2017,5,3.58637
01/04/2017,6,3.43743
01/04/2017,7,3.25706
01/04/2017,8,2.86701
01/04/2017,9,2.61439
01/04/2017,10,2.7148
01/04/2017,11,2.39856
01/04/2017,12,2.6408
01/04/2017,13,3.33366
01/04/2017,14,3.94206
01/04/2017,15,2.79822
01/04/2017,16,2.69503
01/04/2017,17,2.38087
01/04/2017,18,2.09427
01/04/2017,19,2.05731
01/04/2017,20,2.05887
01/04/2017,21,1.8741
01/04/2017,22,1.99746
01/04/2017,23,2.50152
01/04/2017,24,2.33639
01/04/2017,25,2.40492
01/04/2017,26,2.10352
01/04/2017,27,1.7028
01/04/2017,28,1.33926
01/04/2017,29,1.36027
01/04/2017,30,1.24832
01/04/2017,31,1.44748
01/04/2017,32,1.52382
01/04/2017,33,1.551
01/04/2017,34,1.77701
01/04/2017,35,1.69462
01/04/2017,36,1.46788
01/04/2017,37,1.54125
01/04/2017,38,1.60502
01/04/2017,39,1.67632
01/04/2017,40,1.87415
01/04/2017,41,2.57028
01/04/2017,42,2.02919
01/04/2017,43,1.99193
01/04/2017,44,1.94898
01/04/2017,45,2.36583
01/04/2017,46,2.25181
01/04/2017,47,3.13101
01/04/2017,48,2.79589
02/04/2017,1,2.44176
02/04/2017,2,2.55166
02/04/2017,3,2.75092
02/04/2017,4,3.11138
02/04/2017,5,2.99542
02/04/2017,6,2.87021
02/04/2017,7,2.833
02/04/2017,8,2.89237
02/04/2017,9,2.77513
02/04/2017,10,2.7669
02/04/2017,11,2.77583
02/04/2017,12,2.7057
02/04/2017,13,2.74308
02/04/2017,14,2.47159
02/04/2017,15,1.61665
02/04/2017,16,1.77883
02/04/2017,17,1.89562
02/04/2017,18,1.61985
02/04/2017,19,1.85873
02/04/2017,20,1.71892
02/04/2017,21,1.94733
02/04/2017,22,1.69076
02/04/2017,23,1.47395
02/04/2017,24,1.42605
02/04/2017,25,1.56676
02/04/2017,26,1.83606
02/04/2017,27,1.57262
02/04/2017,28,1.54667
02/04/2017,29,1.22405
02/04/2017,30,0.83553
02/04/2017,31,0.83065
02/04/2017,32,0.86523
02/04/2017,33,0.94391
02/04/2017,34,1.05274
02/04/2017,35,1.29995
02/04/2017,36,1.40281
02/04/2017,37,1.35025
02/04/2017,38,1.52019
02/04/2017,39,1.64369
02/04/2017,40,2.06713
02/04/2017,41,2.74963
02/04/2017,42,2.23017
02/04/2017,43,2.24591
02/04/2017,44,1.62038
02/04/2017,45,1.28676
02/04/2017,46,1.15396
02/04/2017,47,2.03472
02/04/2017,48,1.91561
03/04/2017,1,1.63844
03/04/2017,2,1.57717
03/04/2017,3,1.57838
03/04/2017,4,1.64846
03/04/2017,5,1.59916
03/04/2017,6,1.70067
03/04/2017,7,1.7235
03/04/2017,8,1.68123
03/04/2017,9,1.77719
03/04/2017,10,1.94734
03/04/2017,11,2.39126
03/04/2017,12,1.78384
03/04/2017,13,2.23821
03/04/2017,14,2.32305
03/04/2017,15,1.75402
03/04/2017,16,2.279
03/04/2017,17,1.75119
03/04/2017,18,1.43195
03/04/2017,19,1.34827
03/04/2017,20,0.71488
03/04/2017,21,0.61461
03/04/2017,22,0.46667
03/04/2017,23,0.57603
03/04/2017,24,0.36683
03/04/2017,25,0.60373
03/04/2017,26,0.77024
03/04/2017,27,0.85664
03/04/2017,28,1.11039
03/04/2017,29,1.25996
03/04/2017,30,1.29922
03/04/2017,31,1.57318
03/04/2017,32,2.41666
03/04/2017,33,2.85959
03/04/2017,34,3.18403
03/04/2017,35,2.90413
03/04/2017,36,2.9938
03/04/2017,37,3.40541
03/04/2017,38,3.23446
03/04/2017,39,3.34862
03/04/2017,40,3.98316
03/04/2017,41,4.34802
03/04/2017,42,3.42518
03/04/2017,43,3.06595
03/04/2017,44,1.8379
03/04/2017,45,1.42862
03/04/2017,46,1.73973
03/04/2017,47,3.19026
03/04/2017,48,3.23807
04/04/2017,1,2.97727
04/04/2017,2,3.43559
04/04/2017,3,3.13948
04/04/2017,4,3.02355
04/04/2017,5,2.79625
04/04/2017,6,2.51137
04/04/2017,7,2.22375
04/04/2017,8,2.17338
04/04/2017,9,2.2725
04/04/2017,10,2.56266
04/04/2017,11,2.59253
04/04/2017,12,2.73647
04/04/2017,13,3.65154
04/04/2017,14,2.75327
04/04/2017,15,2.02197
04/04/2017,16,2.5865
04/04/2017,17,2.33191
04/04/2017,18,2.06347
04/04/2017,19,1.71979
04/04/2017,20,1.47915
04/04/2017,21,1.67521
04/04/2017,22,1.73524
04/04/2017,23,2.05395
04/04/2017,24,1.97179
04/04/2017,25,1.88436
04/04/2017,26,1.56117
04/04/2017,27,1.10793
04/04/2017,28,0.95777
04/04/2017,29,1.05497
04/04/2017,30,1.31069
04/04/2017,31,1.33397
04/04/2017,32,1.28156
04/04/2017,33,1.06697
04/04/2017,34,1.4799
04/04/2017,35,1.60241
04/04/2017,36,1.87128
04/04/2017,37,2.05743
04/04/2017,38,2.08953
04/04/2017,39,2.30871
04/04/2017,40,2.83266
04/04/2017,41,3.43726
04/04/2017,42,2.69011
04/04/2017,43,2.41363
04/04/2017,44,1.52448
04/04/2017,45,1.71436
04/04/2017,46,1.68238
04/04/2017,47,3.27004
04/04/2017,48,3.06311
05/04/2017,1,3.1354
05/04/2017,2,2.94615
05/04/2017,3,3.87674
05/04/2017,4,4.32727
05/04/2017,5,4.16088
05/04/2017,6,4.13766
05/04/2017,7,4.15743
05/04/2017,8,4.03613
05/04/2017,9,3.81424
05/04/2017,10,4.14654
05/04/2017,11,3.98679
05/04/2017,12,4.4613
05/04/2017,13,3.9786
05/04/2017,14,2.5312
05/04/2017,15,2.26521
05/04/2017,16,2.18933
05/04/2017,17,1.87527
05/04/2017,18,1.78208
05/04/2017,19,1.31593
05/04/2017,20,0.58514
05/04/2017,21,0.55888
05/04/2017,22,0.52351
05/04/2017,23,0.76281
05/04/2017,24,0.5342
05/04/2017,25,0.65837
05/04/2017,26,0.31371
05/04/2017,27,-0.09785
05/04/2017,28,-0.23708
05/04/2017,29,0.03058
05/04/2017,30,0.12634
05/04/2017,31,0.31603
05/04/2017,32,0.4703
05/04/2017,33,0.51429
05/04/2017,34,0.55536
05/04/2017,35,1.39621
05/04/2017,36,1.43993
05/04/2017,37,1.33721
05/04/2017,38,1.84801
05/04/2017,39,1.77234
05/04/2017,40,1.9852
05/04/2017,41,2.38007
05/04/2017,42,1.95392
05/04/2017,43,2.07107
05/04/2017,44,1.09549
05/04/2017,45,0.90859
05/04/2017,46,0.62901
05/04/2017,47,1.43358
05/04/2017,48,1.45979
06/04/2017,1,1.73659
06/04/2017,2,1.4304
06/04/2017,3,1.40677
06/04/2017,4,1.54397
06/04/2017,5,1.52945
06/04/2017,6,1.59024
06/04/2017,7,1.55774
06/04/2017,8,1.43002
06/04/2017,9,1.39217
06/04/2017,10,1.56137
06/04/2017,11,1.24829
06/04/2017,12,1.32106
06/04/2017,13,1.78296
06/04/2017,14,1.14472
06/04/2017,15,0.66506
06/04/2017,16,1.06677
06/04/2017,17,1.14005
06/04/2017,18,0.8403
06/04/2017,19,0.72517
06/04/2017,20,0.4011
06/04/2017,21,0.25515
06/04/2017,22,0.10072
06/04/2017,23,0.22815
06/04/2017,24,0.29895
06/04/2017,25,0.55229
06/04/2017,26,0.84713
06/04/2017,27,0.49008
06/04/2017,28,0.30292
06/04/2017,29,0.03906
06/04/2017,30,-0.17517
06/04/2017,31,-0.59669
06/04/2017,32,-0.55367
06/04/2017,33,-0.63264
06/04/2017,34,-0.64339
06/04/2017,35,-0.37878
06/04/2017,36,-0.20717
06/04/2017,37,0.03041
06/04/2017,38,0.19564
06/04/2017,39,0.69156
06/04/2017,40,0.82648
06/04/2017,41,1.13953
06/04/2017,42,1.41135
06/04/2017,43,1.47163
06/04/2017,44,1.13007
06/04/2017,45,0.70324
06/04/2017,46,0.06709
06/04/2017,47,0.63211
06/04/2017,48,0.69015
07/04/2017,1,0.88849
07/04/2017,2,1.07753
07/04/2017,3,1.39617
07/04/2017,4,1.51535
07/04/2017,5,1.22868
07/04/2017,6,1.0869
07/04/2017,7,0.80852
07/04/2017,8,1.05565
07/04/2017,9,0.88174
07/04/2017,10,0.92069
07/04/2017,11,1.19748
07/04/2017,12,1.59303
07/04/2017,13,1.85879
07/04/2017,14,1.72125
07/04/2017,15,1.63065
07/04/2017,16,1.74835
07/04/2017,17,1.46624
07/04/2017,18,1.13212
07/04/2017,19,1.33403
07/04/2017,20,1.02947
07/04/2017,21,1.05423
07/04/2017,22,1.32314
07/04/2017,23,1.496
07/04/2017,24,1.56213
07/04/2017,25,1.50103
07/04/2017,26,1.15023
07/04/2017,27,0.42727
07/04/2017,28,0.26647
07/04/2017,29,0.30658
07/04/2017,30,0.21277
07/04/2017,31,0.24014
07/04/2017,32,0.19136
07/04/2017,33,-0.02284
07/04/2017,34,0.24414
07/04/2017,35,0.48703
07/04/2017,36,0.70346
07/04/2017,37,0.86679
07/04/2017,38,0.99571
07/04/2017,39,1.25785
07/04/2017,40,1.36993
07/04/2017,41,2.23725
07/04/2017,42,1.81571
07/04/2017,43,1.50281
07/04/2017,44,0.83973
07/04/2017,45,1.23051
07/04/2017,46,1.19431
07/04/2017,47,2.96321
07/04/2017,48,2.57038
08/04/2017,1,2.00705
08/04/2017,2,2.01417
08/04/2017,3,2.27135
08/04/2017,4,2.34534
08/04/2017,5,2.01013
08/04/2017,6,1.60309
08/04/2017,7,1.4613
08/04/2017,8,1.46626
08/04/2017,9,1.38613
08/04/2017,10,1.42778
08/04/2017,11,1.45591
08/04/2017,12,1.82754
08/04/2017,13,2.36805
08/04/2017,14,2.62377
08/04/2017,15,2.29925
08/04/2017,16,2.5008
08/04/2017,17,2.26559
08/04/2017,18,1.85696
08/04/2017,19,1.69505
08/04/2017,20,1.4644
08/04/2017,21,1.14146
08/04/2017,22,0.5123
08/04/2017,23,0.51336
08/04/2017,24,0.40974
08/04/2017,25,0.87094
08/04/2017,26,0.85578
08/04/2017,27,1.00532
08/04/2017,28,1.12074
08/04/2017,29,1.19983
08/04/2017,30,1.11667
08/04/2017,31,1.13176
08/04/2017,32,1.14894
08/04/2017,33,1.51781
08/04/2017,34,1.66801
08/04/2017,35,0.52821
08/04/2017,36,0.54388
08/04/2017,37,0.73335
08/04/2017,38,0.86408
08/04/2017,39,1.05572
08/04/2017,40,0.99058
08/04/2017,41,0.92738
08/04/2017,42,1.05687
08/04/2017,43,1.4614
08/04/2017,44,1.00017
08/04/2017,45,1.01274
08/04/2017,46,1.03899
08/04/2017,47,2.53358
08/04/2017,48,2.18621
09/04/2017,1,2.04671
09/04/2017,2,2.17239
09/04/2017,3,2.34645
09/04/2017,4,2.73558
09/04/2017,5,2.62786
09/04/2017,6,2.4464
09/04/2017,7,2.61411
09/04/2017,8,2.66753
09/04/2017,9,2.72028
09/04/2017,10,2.78402
09/04/2017,11,2.72092
09/04/2017,12,2.87666
09/04/2017,13,2.95663
09/04/2017,14,2.71023
09/04/2017,15,1.93989
09/04/2017,16,1.97068
09/04/2017,17,1.48745
09/04/2017,18,2.05149
09/04/2017,19,2.65477
09/04/2017,20,2.55474
09/04/2017,21,2.50292
09/04/2017,22,1.7849
09/04/2017,23,1.63872
09/04/2017,24,1.2628
09/04/2017,25,1.21333
09/04/2017,26,1.31831
09/04/2017,27,1.93729
09/04/2017,28,2.15481
09/04/2017,29,1.81783
09/04/2017,30,1.96983
09/04/2017,31,2.19493
09/04/2017,32,1.92336
09/04/2017,33,1.9787
09/04/2017,34,2.26791
09/04/2017,35,1.3858
09/04/2017,36,1.34325
09/04/2017,37,1.6542
09/04/2017,38,1.60188
09/04/2017,39,1.65034
09/04/2017,40,2.40892
09/04/2017,41,2.66841
09/04/2017,42,2.40234
09/04/2017,43,2.58665
09/04/2017,44,2.35532
09/04/2017,45,2.63108
09/04/2017,46,3.12604
09/04/2017,47,5.18646
09/04/2017,48,4.6965
10/04/2017,1,4.44364
10/04/2017,2,4.54516
10/04/2017,3,5.16494
10/04/2017,4,4.82439
10/04/2017,5,4.47601
10/04/2017,6,4.71421
10/04/2017,7,4.39708
10/04/2017,8,4.39291
10/04/2017,9,4.07751
10/04/2017,10,3.71839
10/04/2017,11,3.23448
10/04/2017,12,3.07561
10/04/2017,13,2.29938
10/04/2017,14,1.33343
10/04/2017,15,-0.23301
10/04/2017,16,0.28105
10/04/2017,17,-0.10889
10/04/2017,18,-0.29384
10/04/2017,19,0.06205
10/04/2017,20,0.20961
10/04/2017,21,0.70917
10/04/2017,22,1.11524
10/04/2017,23,1.33474
10/04/2017,24,1.54415
10/04/2017,25,1.61448
10/04/2017,26,0.97279
10/04/2017,27,0.15789
10/04/2017,28,-0.10507
10/04/2017,29,-0.25887
10/04/2017,30,-0.40804
10/04/2017,31,-0.28233
10/04/2017,32,-0.26815
10/04/2017,33,-0.43723
10/04/2017,34,-0.36728
10/04/2017,35,0.03021
10/04/2017,36,0.37274
10/04/2017,37,0.61055
10/04/2017,38,0.92798
10/04/2017,39,1.35126
10/04/2017,40,1.6159
10/04/2017,41,1.73978
10/04/2017,42,1.1979
10/04/2017,43,1.43498
10/04/2017,44,0.85356
10/04/2017,45,0.60227
10/04/2017,46,0.55646
10/04/2017,47,1.95232
10/04/2017,48,1.38623
11/04/2017,1,1.0528
11/04/2017,2,1.13821
11/04/2017,3,1.23605
11/04/2017,4,1.37291
11/04/2017,5,1.21506
11/04/2017,6,0.89397
11/04/2017,7,1.05911
11/04/2017,8,1.31922
11/04/2017,9,1.85762
11/04/2017,10,2.61611
11/04/2017,11,3.21796
11/04/2017,12,3.41798
11/04/2017,13,4.07507
11/04/2017,14,3.70801
11/04/2017,15,2.94736
11/04/2017,16,2.50883
11/04/2017,17,2.34585
11/04/2017,18,1.84845
11/04/2017,19,1.91195
11/04/2017,20,1.45073
11/04/2017,21,0.65276
11/04/2017,22,0.33352
11/04/2017,23,0.44419
11/04/2017,24,0.77907
11/04/2017,25,0.59866
11/04/2017,26,0.60957
11/04/2017,27,0.29507
11/04/2017,28,0.23054
11/04/2017,29,0.15374
11/04/2017,30,-0.25884
11/04/2017,31,-0.31084
11/04/2017,32,-0.23751
11/04/2017,33,-0.12701
11/04/2017,34,0.53584
11/04/2017,35,0.27259
11/04/2017,36,0.72722
11/04/2017,37,0.81409
11/04/2017,38,1.06561
11/04/2017,39,2.11055
11/04/2017,40,2.29933
11/04/2017,41,2.9025
11/04/2017,42,2.03029
11/04/2017,43,1.96788
11/04/2017,44,1.68718
11/04/2017,45,2.03004
11/04/2017,46,2.71649
11/04/2017,47,5.28707
11/04/2017,48,5.95463
12/04/2017,1,6.50736
12/04/2017,2,6.09059
12/04/2017,3,6.09932
12/04/2017,4,6.18743
12/04/2017,5,6.04032
12/04/2017,6,7.01346
12/04/2017,7,7.68806
12/04/2017,8,7.60958
12/04/2017,9,7.61447
12/04/2017,10,7.47849
12/04/2017,11,7.78027
12/04/2017,12,7.28503
12/04/2017,13,7.63009
12/04/2017,14,5.61914
12/04/2017,15,3.62913
12/04/2017,16,2.7921
12/04/2017,17,1.79116
12/04/2017,18,1.84455
12/04/2017,19,1.72434
12/04/2017,20,1.67032
12/04/2017,21,1.91365
12/04/2017,22,1.83807
12/04/2017,23,1.83257
12/04/2017,24,1.79568
12/04/2017,25,1.81575
12/04/2017,26,1.64352
12/04/2017,27,1.46861
12/04/2017,28,1.26768
12/04/2017,29,0.83029
12/04/2017,30,0.65089
12/04/2017,31,0.97304
12/04/2017,32,0.99415
12/04/2017,33,1.60414
12/04/2017,34,1.97445
12/04/2017,35,2.32615
12/04/2017,36,2.22247
12/04/2017,37,2.12459
12/04/2017,38,2.03987
12/04/2017,39,1.98992
12/04/2017,40,1.97484
12/04/2017,41,2.11734
12/04/2017,42,2.68945
12/04/2017,43,2.69953
12/04/2017,44,1.82619
12/04/2017,45,1.85639
12/04/2017,46,1.45082
12/04/2017,47,2.36348
12/04/2017,48,2.82023
13/04/2017,1,3.26845
13/04/2017,2,2.60738
13/04/2017,3,3.44126
13/04/2017,4,3.24412
13/04/2017,5,3.09395
13/04/2017,6,2.45465
13/04/2017,7,1.99201
13/04/2017,8,1.96878
13/04/2017,9,1.48497
13/04/2017,10,1.24846
13/04/2017,11,1.19926
13/04/2017,12,1.5039
13/04/2017,13,1.59637
13/04/2017,14,1.2055
13/04/2017,15,0.81173
13/04/2017,16,0.84406
13/04/2017,17,1.01743
13/04/2017,18,1.09448
13/04/2017,19,1.27537
13/04/2017,20,1.31604
13/04/2017,21,1.40406
13/04/2017,22,1.57962
13/04/2017,23,1.60162
13/04/2017,24,1.89817
13/04/2017,25,1.78335
13/04/2017,26,1.72958
13/04/2017,27,1.32858
13/04/2017,28,0.30978
13/04/2017,29,0.43116
13/04/2017,30,0.19657
13/04/2017,31,0.21368
13/04/2017,32,0.23323
13/04/2017,33,0.37314
13/04/2017,34,0.52651
13/04/2017,35,0.45335
13/04/2017,36,0.76275
13/04/2017,37,0.68832
13/04/2017,38,0.52107
13/04/2017,39,0.71627
13/04/2017,40,0.63913
13/04/2017,41,0.67476
13/04/2017,42,1.16478
13/04/2017,43,1.04079
13/04/2017,44,0.62091
13/04/2017,45,0.87606
13/04/2017,46,0.35582
13/04/2017,47,0.98521
13/04/2017,48,0.4873
14/04/2017,1,0.8087
14/04/2017,2,0.90763
14/04/2017,3,0.99267
14/04/2017,4,1.50762
14/04/2017,5,1.47749
14/04/2017,6,1.35685
14/04/2017,7,1.49354
14/04/2017,8,1.4905
14/04/2017,9,1.75162
14/04/2017,10,1.69165
14/04/2017,11,1.56611
14/04/2017,12,1.58196
14/04/2017,13,2.25001
14/04/2017,14,2.34134
14/04/2017,15,1.13432
14/04/2017,16,1.14147
14/04/2017,17,1.44797
14/04/2017,18,1.55234
14/04/2017,19,1.33148
14/04/2017,20,1.26427
14/04/2017,21,1.23868
14/04/2017,22,1.19521
14/04/2017,23,1.05185
14/04/2017,24,0.91881
14/04/2017,25,1.33426
14/04/2017,26,1.63768
14/04/2017,27,1.59946
14/04/2017,28,1.23664
14/04/2017,29,0.95939
14/04/2017,30,0.9512
14/04/2017,31,1.11143
14/04/2017,32,1.20836
14/04/2017,33,2.11098
14/04/2017,34,2.2138
14/04/2017,35,1.65526
14/04/2017,36,1.84868
14/04/2017,37,1.41817
14/04/2017,38,1.45467
14/04/2017,39,1.68855
14/04/2017,40,1.63256
14/04/2017,41,1.7456
14/04/2017,42,1.49889
14/04/2017,43,1.42955
14/04/2017,44,0.60196
14/04/2017,45,0.73405
14/04/2017,46,0.8028
14/04/2017,47,2.58723
14/04/2017,48,2.71193
15/04/2017,1,3.32716
15/04/2017,2,3.6748
15/04/2017,3,3.33383
15/04/2017,4,3.38366
15/04/2017,5,3.14583
15/04/2017,6,2.89433
15/04/2017,7,3.2454
15/04/2017,8,3.97851
15/04/2017,9,4.38986
15/04/2017,10,4.13097
15/04/2017,11,4.40141
15/04/2017,12,4.54242
15/04/2017,13,4.66041
15/04/2017,14,5.21875
15/04/2017,15,5.10185
15/04/2017,16,3.67994
15/04/2017,17,3.01194
15/04/2017,18,3.11978
15/04/2017,19,2.67197
15/04/2017,20,2.36053
15/04/2017,21,2.09224
15/04/2017,22,1.88264
15/04/2017,23,3.1437
15/04/2017,24,3.03204
15/04/2017,25,3.04093
15/04/2017,26,2.62601
15/04/2017,27,2.35565
15/04/2017,28,2.46697
15/04/2017,29,2.46218
15/04/2017,30,2.47826
15/04/2017,31,2.22899
15/04/2017,32,2.33523
15/04/2017,33,2.41409
15/04/2017,34,1.97621
15/04/2017,35,1.3394
15/04/2017,36,1.72667
15/04/2017,37,1.6872
15/04/2017,38,1.47121
15/04/2017,39,1.38856
15/04/2017,40,1.28312
15/04/2017,41,1.96276
15/04/2017,42,2.4042
15/04/2017,43,2.15087
15/04/2017,44,1.71394
15/04/2017,45,1.46177
15/04/2017,46,1.24351
15/04/2017,47,2.72686
15/04/2017,48,3.04409
16/04/2017,1,2.42325
16/04/2017,2,2.07867
16/04/2017,3,2.31833
16/04/2017,4,2.55686
16/04/2017,5,2.65721
16/04/2017,6,3.24546
16/04/2017,7,3.10359
16/04/2017,8,3.16655
16/04/2017,9,2.83505
16/04/2017,10,2.74867
16/04/2017,11,2.8891
16/04/2017,12,3.01322
16/04/2017,13,3.1179
16/04/2017,14,2.51436
16/04/2017,15,1.97518
16/04/2017,16,2.31604
16/04/2017,17,1.85455
16/04/2017,18,1.56475
16/04/2017,19,0.68196
16/04/2017,20,0.93224
16/04/2017,21,0.71447
16/04/2017,22,0.96089
16/04/2017,23,1.20187
16/04/2017,24,1.36215
16/04/2017,25,2.0875
16/04/2017,26,2.29774
16/04/2017,27,3.03273
16/04/2017,28,2.8161
16/04/2017,29,2.37211
16/04/2017,30,1.68414
16/04/2017,31,1.47238
16/04/2017,32,1.86374
16/04/2017,33,1.62677
16/04/2017,34,1.63971
16/04/2017,35,1.03531
16/04/2017,36,1.01055
16/04/2017,37,0.77204
16/04/2017,38,0.57805
16/04/2017,39,0.64021
16/04/2017,40,1.01849
16/04/2017,41,1.49126
16/04/2017,42,1.35975
16/04/2017,43,1.06307
16/04/2017,44,0.68036
16/04/2017,45,0.96364
16/04/2017,46,1.09039
16/04/2017,47,2.71617
16/04/2017,48,2.91768
17/04/2017,1,2.63641
17/04/2017,2,2.80424
17/04/2017,3,3.14835
17/04/2017,4,3.39849
17/04/2017,5,3.62341
17/04/2017,6,3.27914
17/04/2017,7,3.14817
17/04/2017,8,3.3187
17/04/2017,9,3.40563
17/04/2017,10,3.36738
17/04/2017,11,3.16605
17/04/2017,12,3.16332
17/04/2017,13,2.54961
17/04/2017,14,2.47948
17/04/2017,15,1.49405
17/04/2017,16,1.61135
17/04/2017,17,1.67235
17/04/2017,18,1.56347
17/04/2017,19,1.25692
17/04/2017,20,1.24009
17/04/2017,21,2.20801
17/04/2017,22,2.33034
17/04/2017,23,2.64486
17/04/2017,24,1.97109
17/04/2017,25,2.05314
17/04/2017,26,1.90664
17/04/2017,27,1.56331
17/04/2017,28,1.40892
17/04/2017,29,1.13029
17/04/2017,30,1.07143
17/04/2017,31,1.33335
17/04/2017,32,1.38668
17/04/2017,33,1.56421
17/04/2017,34,1.47896
17/04/2017,35,2.43649
17/04/2017,36,1.89875
17/04/2017,37,2.09393
17/04/2017,38,1.81416
17/04/2017,39,1.69542
17/04/2017,40,1.54942
17/04/2017,41,1.30982
17/04/2017,42,1.44883
17/04/2017,43,1.18853
17/04/2017,44,1.15397
17/04/2017,45,1.04668
17/04/2017,46,0.61232
17/04/2017,47,1.77861
17/04/2017,48,1.75857
18/04/2017,1,1.17548
18/04/2017,2,1.27269
18/04/2017,3,1.72351
18/04/2017,4,1.77507
18/04/2017,5,1.86151
18/04/2017,6,2.20274
18/04/2017,7,1.79609
18/04/2017,8,1.82334
18/04/2017,9,1.44743
18/04/2017,10,1.41724
18/04/2017,11,1.6204
18/04/2017,12,1.46708
18/04/2017,13,1.81531
18/04/2017,14,1.73826
18/04/2017,15,0.73784
18/04/2017,16,0.96234
18/04/2017,17,0.84652
18/04/2017,18,0.59811
18/04/2017,19,0.58948
18/04/2017,20,0.72696
18/04/2017,21,0.8504
18/04/2017,22,1.09794
18/04/2017,23,1.00608
18/04/2017,24,0.83173
18/04/2017,25,0.92313
18/04/2017,26,0.85895
18/04/2017,27,0.76218
18/04/2017,28,1.14148
18/04/2017,29,1.09256
18/04/2017,30,1.17604
18/04/2017,31,0.83895
18/04/2017,32,0.49355
18/04/2017,33,0.59422
18/04/2017,34,0.74185
18/04/2017,35,1.05005
18/04/2017,36,1.69526
18/04/2017,37,2.30083
18/04/2017,38,2.32629
18/04/2017,39,2.27452
18/04/2017,40,1.91066
18/04/2017,41,2.00995
18/04/2017,42,2.30295
18/04/2017,43,2.34344
18/04/2017,44,1.51515
18/04/2017,45,1.36752
18/04/2017,46,0.93747
18/04/2017,47,1.16608
18/04/2017,48,1.36986
19/04/2017,1,1.2494
19/04/2017,2,0.96944
19/04/2017,3,1.3055
19/04/2017,4,1.34056
19/04/2017,5,1.19162
19/04/2017,6,1.27115
19/04/2017,7,1.0641
19/04/2017,8,0.93732
19/04/2017,9,0.74584
19/04/2017,10,0.7644
19/04/2017,11,1.21486
19/04/2017,12,1.57736
19/04/2017,13,2.13342
19/04/2017,14,1.76323
19/04/2017,15,2.09701
19/04/2017,16,1.98188
19/04/2017,17,2.44861
19/04/2017,18,1.84152
19/04/2017,19,1.66439
19/04/2017,20,1.38291
19/04/2017,21,1.47979
19/04/2017,22,1.22936
19/04/2017,23,1.16962
19/04/2017,24,1.17252
19/04/2017,25,1.1111
19/04/2017,26,0.90517
19/04/2017,27,0.53639
19/04/2017,28,0.36625
19/04/2017,29,0.49793
19/04/2017,30,0.49908
19/04/2017,31,0.34954
19/04/2017,32,0.68208
19/04/2017,33,1.04946
19/04/2017,34,1.12142
19/04/2017,35,1.15592
19/04/2017,36,1.32102
19/04/2017,37,1.34965
19/04/2017,38,1.99061
19/04/2017,39,2.46038
19/04/2017,40,2.51261
19/04/2017,41,2.17592
19/04/2017,42,2.04586
19/04/2017,43,2.02708
19/04/2017,44,1.12191
19/04/2017,45,1.18885
19/04/2017,46,1.19847
19/04/2017,47,1.12823
19/04/2017,48,0.83436
20/04/2017,1,0.64324
20/04/2017,2,0.96338
20/04/2017,3,1.19517
20/04/2017,4,0.99262
20/04/2017,5,0.84926
20/04/2017,6,0.93189
20/04/2017,7,1.1394
20/04/2017,8,1.29517
20/04/2017,9,1.27569
20/04/2017,10,1.25683
20/04/2017,11,0.79559
20/04/2017,12,0.70011
20/04/2017,13,1.23242
20/04/2017,14,1.20866
20/04/2017,15,1.33504
20/04/2017,16,1.37731
20/04/2017,17,1.78741
20/04/2017,18,1.75338
20/04/2017,19,2.31784
20/04/2017,20,2.07282
20/04/2017,21,2.16123
20/04/2017,22,2.1532
