Settlement Day,Settlement Period,BSUoS Price
02/01/2016,29,1.62451
02/01/2016,30,1.63425
02/01/2016,31,1.80921
02/01/2016,32,1.79659
02/01/2016,33,2.1152
02/01/2016,34,2.34758
02/01/2016,35,2.49442
02/01/2016,36,2.5576
02/01/2016,37,2.70906
02/01/2016,38,2.48329
02/01/2016,39,2.35792
02/01/2016,40,1.84717
02/01/2016,41,1.6184
02/01/2016,42,1.42685
02/01/2016,43,1.1231
02/01/2016,44,1.09912
02/01/2016,45,1.30286
02/01/2016,46,1.0141
02/01/2016,47,2.73916
02/01/2016,48,2.72545
03/01/2016,1,3.03428
03/01/2016,2,3.36794
03/01/2016,3,4.05476
03/01/2016,4,4.27197
03/01/2016,5,4.43487
03/01/2016,6,4.47422
03/01/2016,7,4.46157
03/01/2016,8,4.53021
03/01/2016,9,5.1998
03/01/2016,10,6.44614
03/01/2016,11,5.6348
03/01/2016,12,5.41381
03/01/2016,13,4.97305
03/01/2016,14,4.95318
03/01/2016,15,4.85851
03/01/2016,16,4.77695
03/01/2016,17,5.63282
03/01/2016,18,6.03112
03/01/2016,19,5.06123
03/01/2016,20,5.11745
03/01/2016,21,5.52301
03/01/2016,22,5.23301
03/01/2016,23,4.41099
03/01/2016,24,3.92096
03/01/2016,25,3.83679
03/01/2016,26,4.41045
03/01/2016,27,4.34003
03/01/2016,28,3.21417
03/01/2016,29,2.82048
03/01/2016,30,2.97267
03/01/2016,31,2.46046
03/01/2016,32,2.35766
03/01/2016,33,2.55113
03/01/2016,34,2.87336
03/01/2016,35,3.23623
03/01/2016,36,2.78319
03/01/2016,37,2.44211
03/01/2016,38,2.58974
03/01/2016,39,2.47833
03/01/2016,40,2.38585
03/01/2016,41,2.47368
03/01/2016,42,2.27056
03/01/2016,43,2.31139
03/01/2016,44,2.31474
03/01/2016,45,2.75292
03/01/2016,46,2.76494
03/01/2016,47,4.34426
03/01/2016,48,3.89149
04/01/2016,1,3.69008
04/01/2016,2,3.93877
04/01/2016,3,3.99039
04/01/2016,4,4.28444
04/01/2016,5,4.20133
04/01/2016,6,3.66291
04/01/2016,7,3.77848
04/01/2016,8,3.62475
04/01/2016,9,3.48908
04/01/2016,10,3.79773
04/01/2016,11,3.83718
04/01/2016,12,4.04399
04/01/2016,13,3.25112
04/01/2016,14,3.80516
04/01/2016,15,3.43607
04/01/2016,16,2.83281
04/01/2016,17,2.55961
04/01/2016,18,2.54136
04/01/2016,19,2.58504
04/01/2016,20,2.11297
04/01/2016,21,2.15158
04/01/2016,22,2.18924
04/01/2016,23,1.96357
04/01/2016,24,2.03348
04/01/2016,25,2.18234
04/01/2016,26,1.7313
04/01/2016,27,1.58413
04/01/2016,28,1.63271
04/01/2016,29,1.58064
04/01/2016,30,1.83925
04/01/2016,31,1.58523
04/01/2016,32,1.28208
04/01/2016,33,1.68042
04/01/2016,34,1.80585
04/01/2016,35,1.29478
04/01/2016,36,1.22334
04/01/2016,37,1.4693
04/01/2016,38,1.55586
04/01/2016,39,1.98743
04/01/2016,40,2.14088
04/01/2016,41,1.90719
04/01/2016,42,1.76287
04/01/2016,43,2.09403
04/01/2016,44,2.50505
04/01/2016,45,3.10508
04/01/2016,46,3.82016
04/01/2016,47,5.14744
04/01/2016,48,4.90341
05/01/2016,1,5.11841
05/01/2016,2,5.53551
05/01/2016,3,5.8066
05/01/2016,4,5.7389
05/01/2016,5,5.67443
05/01/2016,6,5.47107
05/01/2016,7,4.91113
05/01/2016,8,4.32796
05/01/2016,9,4.03442
05/01/2016,10,3.76473
05/01/2016,11,4.15395
05/01/2016,12,4.17808
05/01/2016,13,3.07829
05/01/2016,14,3.19643
05/01/2016,15,3.51591
05/01/2016,16,3.06834
05/01/2016,17,2.98653
05/01/2016,18,1.74184
05/01/2016,19,1.85472
05/01/2016,20,1.95592
05/01/2016,21,1.60564
05/01/2016,22,1.59426
05/01/2016,23,1.26685
05/01/2016,24,2.30913
05/01/2016,25,2.18473
05/01/2016,26,2.05363
05/01/2016,27,2.12357
05/01/2016,28,1.99114
05/01/2016,29,1.83473
05/01/2016,30,1.60682
05/01/2016,31,1.24184
05/01/2016,32,1.43229
05/01/2016,33,1.52958
05/01/2016,34,1.58425
05/01/2016,35,1.51448
05/01/2016,36,1.42225
05/01/2016,37,1.8604
05/01/2016,38,1.3003
05/01/2016,39,1.31281
05/01/2016,40,1.73441
05/01/2016,41,1.98886
05/01/2016,42,1.47168
05/01/2016,43,1.40953
05/01/2016,44,1.14684
05/01/2016,45,1.19182
05/01/2016,46,1.20766
05/01/2016,47,1.72033
05/01/2016,48,1.13857
06/01/2016,1,1.42403
06/01/2016,2,1.39593
06/01/2016,3,1.55944
06/01/2016,4,1.42981
06/01/2016,5,1.31283
06/01/2016,6,1.26953
06/01/2016,7,0.82281
06/01/2016,8,0.68959
06/01/2016,9,0.70661
06/01/2016,10,0.60003
06/01/2016,11,0.87044
06/01/2016,12,1.0512
06/01/2016,13,1.07942
06/01/2016,14,1.3009
06/01/2016,15,1.30342
06/01/2016,16,1.59354
06/01/2016,17,1.54574
06/01/2016,18,1.33476
06/01/2016,19,1.70926
06/01/2016,20,1.29438
06/01/2016,21,1.19991
06/01/2016,22,1.00819
06/01/2016,23,0.93475
06/01/2016,24,0.93137
06/01/2016,25,0.97618
06/01/2016,26,1.00035
06/01/2016,27,1.05134
06/01/2016,28,0.98593
06/01/2016,29,1.09879
06/01/2016,30,1.31304
06/01/2016,31,1.27841
06/01/2016,32,1.29096
06/01/2016,33,1.61385
06/01/2016,34,1.76402
06/01/2016,35,1.5718
06/01/2016,36,1.47704
06/01/2016,37,1.54293
06/01/2016,38,1.47471
06/01/2016,39,1.83496
06/01/2016,40,1.65675
06/01/2016,41,1.8566
06/01/2016,42,1.94201
06/01/2016,43,2.18109
06/01/2016,44,2.47693
06/01/2016,45,3.18064
06/01/2016,46,3.54721
06/01/2016,47,3.86852
06/01/2016,48,4.09233
07/01/2016,1,4.90755
07/01/2016,2,4.66002
07/01/2016,3,4.3474
07/01/2016,4,4.28429
07/01/2016,5,4.91813
07/01/2016,6,5.37353
07/01/2016,7,5.35591
07/01/2016,8,4.63129
07/01/2016,9,4.25114
07/01/2016,10,4.29536
07/01/2016,11,4.25058
07/01/2016,12,4.9329
07/01/2016,13,4.56109
07/01/2016,14,3.79939
07/01/2016,15,3.20806
07/01/2016,16,2.94437
07/01/2016,17,2.12539
07/01/2016,18,1.67501
07/01/2016,19,1.57265
07/01/2016,20,1.92873
07/01/2016,21,2.61506
07/01/2016,22,2.44446
07/01/2016,23,4.09171
07/01/2016,24,3.41443
07/01/2016,25,3.23045
07/01/2016,26,2.74665
07/01/2016,27,2.31929
07/01/2016,28,1.94774
07/01/2016,29,1.66332
07/01/2016,30,1.53636
07/01/2016,31,1.20048
07/01/2016,32,1.34812
07/01/2016,33,1.87613
07/01/2016,34,2.85006
07/01/2016,35,2.81042
07/01/2016,36,2.29322
07/01/2016,37,2.2761
07/01/2016,38,2.09491
07/01/2016,39,1.89716
07/01/2016,40,2.09519
07/01/2016,41,2.1021
07/01/2016,42,1.55079
07/01/2016,43,1.49498
07/01/2016,44,1.23977
07/01/2016,45,0.79817
07/01/2016,46,0.75163
07/01/2016,47,0.66975
07/01/2016,48,0.95705
08/01/2016,1,1.2512
08/01/2016,2,1.43087
08/01/2016,3,2.21633
08/01/2016,4,1.84652
08/01/2016,5,1.7144
08/01/2016,6,1.67318
08/01/2016,7,1.30741
08/01/2016,8,1.51749
08/01/2016,9,1.80135
08/01/2016,10,1.67162
08/01/2016,11,1.80355
08/01/2016,12,1.49235
08/01/2016,13,1.71441
08/01/2016,14,1.41259
08/01/2016,15,2.15922
08/01/2016,16,3.08113
08/01/2016,17,2.69027
08/01/2016,18,2.04639
08/01/2016,19,1.96617
08/01/2016,20,1.57088
08/01/2016,21,1.34651
08/01/2016,22,1.26681
08/01/2016,23,1.18624
08/01/2016,24,1.12874
08/01/2016,25,1.23784
08/01/2016,26,0.94463
08/01/2016,27,1.03635
08/01/2016,28,1.03083
08/01/2016,29,1.0543
08/01/2016,30,1.12895
08/01/2016,31,1.12132
08/01/2016,32,1.12903
08/01/2016,33,1.17759
08/01/2016,34,1.67872
08/01/2016,35,1.41659
08/01/2016,36,1.31125
08/01/2016,37,1.54448
08/01/2016,38,1.64147
08/01/2016,39,1.84456
08/01/2016,40,1.64632
08/01/2016,41,1.42783
08/01/2016,42,1.30769
08/01/2016,43,1.35613
08/01/2016,44,1.19452
08/01/2016,45,1.2111
08/01/2016,46,1.40111
08/01/2016,47,1.73425
08/01/2016,48,2.08849
09/01/2016,1,2.41535
09/01/2016,2,2.37793
09/01/2016,3,2.34393
09/01/2016,4,1.9893
09/01/2016,5,2.27685
09/01/2016,6,2.00127
09/01/2016,7,1.75578
09/01/2016,8,1.66205
09/01/2016,9,1.77886
09/01/2016,10,1.70098
09/01/2016,11,1.5874
09/01/2016,12,1.77241
09/01/2016,13,1.59892
09/01/2016,14,1.49556
09/01/2016,15,0.90296
09/01/2016,16,0.87411
09/01/2016,17,0.97537
09/01/2016,18,1.10081
09/01/2016,19,1.09298
09/01/2016,20,1.48085
09/01/2016,21,1.47625
09/01/2016,22,1.40409
09/01/2016,23,1.26964
09/01/2016,24,1.26292
09/01/2016,25,1.29847
09/01/2016,26,1.41415
09/01/2016,27,1.63665
09/01/2016,28,1.48551
09/01/2016,29,1.74776
09/01/2016,30,1.55425
09/01/2016,31,1.33388
09/01/2016,32,1.2765
09/01/2016,33,1.56321
09/01/2016,34,1.66983
09/01/2016,35,1.37733
09/01/2016,36,1.09475
09/01/2016,37,0.9057
09/01/2016,38,0.87803
09/01/2016,39,1.37567
09/01/2016,40,1.52768
09/01/2016,41,1.70732
09/01/2016,42,1.45331
09/01/2016,43,1.43621
09/01/2016,44,1.17367
09/01/2016,45,1.06118
09/01/2016,46,1.11717
09/01/2016,47,1.30519
09/01/2016,48,1.31258
10/01/2016,1,1.38539
10/01/2016,2,1.32359
10/01/2016,3,1.5641
10/01/2016,4,1.56089
10/01/2016,5,1.65821
10/01/2016,6,1.81641
10/01/2016,7,2.2598
10/01/2016,8,2.50129
10/01/2016,9,2.724
10/01/2016,10,2.86225
10/01/2016,11,2.93206
10/01/2016,12,2.81017
10/01/2016,13,2.62923
10/01/2016,14,2.66115
10/01/2016,15,2.74927
10/01/2016,16,2.27273
10/01/2016,17,1.78347
10/01/2016,18,1.74867
10/01/2016,19,1.96078
10/01/2016,20,1.58258
10/01/2016,21,1.65177
10/01/2016,22,1.52512
10/01/2016,23,1.46662
10/01/2016,24,1.39858
10/01/2016,25,1.26578
10/01/2016,26,1.2049
10/01/2016,27,1.22501
10/01/2016,28,1.15135
10/01/2016,29,1.54961
10/01/2016,30,1.44196
10/01/2016,31,1.8262
10/01/2016,32,1.86244
10/01/2016,33,2.61742
10/01/2016,34,3.58163
10/01/2016,35,3.37793
10/01/2016,36,3.13818
10/01/2016,37,3.22751
10/01/2016,38,2.44016
10/01/2016,39,2.36379
10/01/2016,40,2.45621
10/01/2016,41,2.11899
10/01/2016,42,1.84553
10/01/2016,43,1.39036
10/01/2016,44,1.1217
10/01/2016,45,1.23443
10/01/2016,46,1.14928
10/01/2016,47,1.21311
10/01/2016,48,1.39231
11/01/2016,1,1.62914
11/01/2016,2,1.48864
11/01/2016,3,1.21798
11/01/2016,4,1.05506
11/01/2016,5,1.2097
11/01/2016,6,1.20735
11/01/2016,7,1.1092
11/01/2016,8,1.17895
11/01/2016,9,1.62901
11/01/2016,10,1.95599
11/01/2016,11,1.84649
11/01/2016,12,2.12385
11/01/2016,13,2.32827
11/01/2016,14,2.53334
11/01/2016,15,2.03711
11/01/2016,16,2.22216
11/01/2016,17,2.01079
11/01/2016,18,1.54356
11/01/2016,19,1.75448
11/01/2016,20,1.9739
11/01/2016,21,2.16833
11/01/2016,22,1.83227
11/01/2016,23,1.58652
11/01/2016,24,1.44508
11/01/2016,25,1.15898
11/01/2016,26,1.3241
11/01/2016,27,1.23287
11/01/2016,28,1.03439
11/01/2016,29,1.01489
11/01/2016,30,0.80219
11/01/2016,31,0.71129
11/01/2016,32,0.82856
11/01/2016,33,1.02786
11/01/2016,34,0.72394
11/01/2016,35,0.58824
11/01/2016,36,0.68458
11/01/2016,37,0.87788
11/01/2016,38,1.24709
11/01/2016,39,1.29285
11/01/2016,40,1.31255
11/01/2016,41,1.29642
11/01/2016,42,1.29466
11/01/2016,43,0.95953
11/01/2016,44,0.86788
11/01/2016,45,0.86122
11/01/2016,46,0.78795
11/01/2016,47,0.72162
11/01/2016,48,0.72209
12/01/2016,1,1.1293
12/01/2016,2,1.16813
12/01/2016,3,1.30999
12/01/2016,4,0.93822
12/01/2016,5,0.78774
12/01/2016,6,0.8752
12/01/2016,7,0.84517
12/01/2016,8,0.71521
12/01/2016,9,0.71737
12/01/2016,10,0.85733
12/01/2016,11,0.71297
12/01/2016,12,0.79267
12/01/2016,13,0.98027
12/01/2016,14,0.70791
12/01/2016,15,1.16859
12/01/2016,16,1.37775
12/01/2016,17,1.5458
12/01/2016,18,1.34816
12/01/2016,19,1.27009
12/01/2016,20,1.11628
12/01/2016,21,1.30298
12/01/2016,22,1.35608
12/01/2016,23,1.48898
12/01/2016,24,1.66927
12/01/2016,25,2.11477
12/01/2016,26,1.76443
12/01/2016,27,2.5252
12/01/2016,28,2.11865
12/01/2016,29,1.88827
12/01/2016,30,1.51421
12/01/2016,31,1.38733
12/01/2016,32,1.60284
12/01/2016,33,1.68972
12/01/2016,34,1.40908
12/01/2016,35,1.36631
12/01/2016,36,1.25693
12/01/2016,37,1.56908
12/01/2016,38,1.73395
12/01/2016,39,1.76893
12/01/2016,40,1.62882
12/01/2016,41,1.43459
12/01/2016,42,1.509
12/01/2016,43,1.38367
12/01/2016,44,1.43283
12/01/2016,45,1.72906
12/01/2016,46,1.63949
12/01/2016,47,1.89418
12/01/2016,48,1.73462
13/01/2016,1,1.66914
13/01/2016,2,1.91555
13/01/2016,3,1.11103
13/01/2016,4,1.0684
13/01/2016,5,1.28735
13/01/2016,6,1.5782
13/01/2016,7,1.65124
13/01/2016,8,1.47382
13/01/2016,9,1.0816
13/01/2016,10,1.33156
13/01/2016,11,1.48828
13/01/2016,12,1.39183
13/01/2016,13,1.69631
13/01/2016,14,1.08033
13/01/2016,15,1.4832
13/01/2016,16,2.29082
13/01/2016,17,1.05695
13/01/2016,18,1.03788
13/01/2016,19,1.20134
13/01/2016,20,1.30586
13/01/2016,21,1.22622
13/01/2016,22,1.16329
13/01/2016,23,1.11979
13/01/2016,24,1.03747
13/01/2016,25,1.05486
13/01/2016,26,1.06825
13/01/2016,27,1.05609
13/01/2016,28,1.00527
13/01/2016,29,1.37492
13/01/2016,30,1.57402
13/01/2016,31,1.46296
13/01/2016,32,1.25743
13/01/2016,33,1.62874
13/01/2016,34,1.72565
13/01/2016,35,1.71876
13/01/2016,36,1.51834
13/01/2016,37,1.49186
13/01/2016,38,1.65013
13/01/2016,39,1.83248
13/01/2016,40,1.96557
13/01/2016,41,1.46421
13/01/2016,42,1.30893
13/01/2016,43,1.44493
13/01/2016,44,1.55084
13/01/2016,45,1.66923
13/01/2016,46,1.07209
13/01/2016,47,1.327
13/01/2016,48,0.87923
14/01/2016,1,1.38508
14/01/2016,2,1.37009
14/01/2016,3,1.53893
14/01/2016,4,1.53157
14/01/2016,5,1.11121
14/01/2016,6,1.00678
14/01/2016,7,1.06868
14/01/2016,8,0.817
14/01/2016,9,1.22066
14/01/2016,10,1.05354
14/01/2016,11,1.59696
14/01/2016,12,1.65144
14/01/2016,13,1.63444
14/01/2016,14,1.78278
14/01/2016,15,1.72039
14/01/2016,16,1.80909
14/01/2016,17,1.57677
14/01/2016,18,1.33512
14/01/2016,19,1.45035
14/01/2016,20,1.60874
14/01/2016,21,1.52089
14/01/2016,22,1.44366
14/01/2016,23,1.73238
14/01/2016,24,1.64908
14/01/2016,25,1.62489
14/01/2016,26,1.42076
14/01/2016,27,1.43383
14/01/2016,28,1.35281
14/01/2016,29,1.24227
14/01/2016,30,1.12194
14/01/2016,31,1.1128
14/01/2016,32,1.22834
14/01/2016,33,1.60213
14/01/2016,34,2.0271
14/01/2016,35,1.92479
14/01/2016,36,1.99895
14/01/2016,37,2.46102
14/01/2016,38,1.98623
14/01/2016,39,2.48773
14/01/2016,40,2.05172
14/01/2016,41,1.64501
14/01/2016,42,1.64132
14/01/2016,43,1.74222
14/01/2016,44,1.47938
14/01/2016,45,1.60234
14/01/2016,46,1.55487
14/01/2016,47,1.21384
14/01/2016,48,1.49911
15/01/2016,1,1.85605
15/01/2016,2,1.82665
15/01/2016,3,2.14149
15/01/2016,4,2.779
15/01/2016,5,3.34643
15/01/2016,6,3.06528
15/01/2016,7,2.37027
15/01/2016,8,2.56081
15/01/2016,9,2.357
15/01/2016,10,1.60434
15/01/2016,11,1.60389
15/01/2016,12,1.361
15/01/2016,13,1.30555
15/01/2016,14,1.71217
15/01/2016,15,1.91877
15/01/2016,16,2.44328
15/01/2016,17,2.10055
15/01/2016,18,1.58331
15/01/2016,19,1.82625
15/01/2016,20,1.47873
15/01/2016,21,1.28252
15/01/2016,22,1.31801
15/01/2016,23,1.23695
15/01/2016,24,1.18795
15/01/2016,25,1.10289
15/01/2016,26,1.10879
15/01/2016,27,1.20827
15/01/2016,28,1.10061
15/01/2016,29,1.11778
15/01/2016,30,1.44771
15/01/2016,31,1.7601
15/01/2016,32,1.59769
15/01/2016,33,1.83151
15/01/2016,34,1.77601
15/01/2016,35,1.6464
15/01/2016,36,1.857
15/01/2016,37,1.55592
15/01/2016,38,1.69982
15/01/2016,39,1.67673
15/01/2016,40,1.58287
15/01/2016,41,1.6418
15/01/2016,42,1.81657
15/01/2016,43,2.14925
15/01/2016,44,1.97002
15/01/2016,45,1.64835
15/01/2016,46,1.90301
15/01/2016,47,1.75009
15/01/2016,48,1.58343
16/01/2016,1,2.02598
16/01/2016,2,1.85405
16/01/2016,3,1.97774
16/01/2016,4,1.76202
16/01/2016,5,1.83661
16/01/2016,6,1.96997
16/01/2016,7,1.74955
16/01/2016,8,1.79113
16/01/2016,9,1.74156
16/01/2016,10,1.67641
16/01/2016,11,1.55136
16/01/2016,12,1.6995
16/01/2016,13,2.04865
16/01/2016,14,1.76047
16/01/2016,15,1.86202
16/01/2016,16,1.84863
16/01/2016,17,2.12194
16/01/2016,18,3.32089
16/01/2016,19,3.96096
16/01/2016,20,3.78625
16/01/2016,21,2.71586
16/01/2016,22,3.62864
16/01/2016,23,2.63772
16/01/2016,24,2.88042
16/01/2016,25,3.36133
16/01/2016,26,2.81524
16/01/2016,27,2.32588
16/01/2016,28,1.98636
16/01/2016,29,1.77759
16/01/2016,30,1.39342
16/01/2016,31,1.28659
16/01/2016,32,1.12613
16/01/2016,33,1.38479
16/01/2016,34,1.7105
16/01/2016,35,1.90892
16/01/2016,36,1.85666
16/01/2016,37,1.9806
16/01/2016,38,1.65236
16/01/2016,39,1.80588
16/01/2016,40,1.87101
16/01/2016,41,1.81195
16/01/2016,42,1.71905
16/01/2016,43,1.65024
16/01/2016,44,1.63557
16/01/2016,45,1.5849
16/01/2016,46,1.52351
16/01/2016,47,1.48197
16/01/2016,48,1.33719
17/01/2016,1,1.33994
17/01/2016,2,1.50992
17/01/2016,3,1.45064
17/01/2016,4,1.43543
17/01/2016,5,1.49517
17/01/2016,6,1.38227
17/01/2016,7,1.2866
17/01/2016,8,1.37999
17/01/2016,9,1.64538
17/01/2016,10,1.42056
17/01/2016,11,1.57342
17/01/2016,12,1.4989
17/01/2016,13,1.38906
17/01/2016,14,1.3713
17/01/2016,15,1.1741
17/01/2016,16,0.95938
17/01/2016,17,1.27817
17/01/2016,18,1.5128
17/01/2016,19,1.70878
17/01/2016,20,1.76002
17/01/2016,21,2.6469
17/01/2016,22,2.64828
17/01/2016,23,2.70945
17/01/2016,24,3.21737
17/01/2016,25,3.75279
17/01/2016,26,2.88383
17/01/2016,27,2.43437
17/01/2016,28,1.90053
17/01/2016,29,3.10884
17/01/2016,30,2.4779
17/01/2016,31,1.92978
17/01/2016,32,1.62134
17/01/2016,33,1.80669
17/01/2016,34,2.19687
17/01/2016,35,2.13912
17/01/2016,36,1.88682
17/01/2016,37,1.6623
17/01/2016,38,1.50474
17/01/2016,39,1.5769
17/01/2016,40,1.50693
17/01/2016,41,1.54224
17/01/2016,42,1.20243
17/01/2016,43,1.14815
17/01/2016,44,0.77522
17/01/2016,45,0.7245
17/01/2016,46,0.59283
17/01/2016,47,0.94676
17/01/2016,48,1.10874
18/01/2016,1,0.98847
18/01/2016,2,0.97025
18/01/2016,3,1.15097
18/01/2016,4,1.428
18/01/2016,5,1.50278
18/01/2016,6,1.70845
18/01/2016,7,1.84962
18/01/2016,8,1.4654
18/01/2016,9,1.5328
18/01/2016,10,1.60471
18/01/2016,11,1.26416
18/01/2016,12,1.71014
18/01/2016,13,1.16796
18/01/2016,14,1.01263
18/01/2016,15,1.27771
18/01/2016,16,1.28345
18/01/2016,17,1.17403
18/01/2016,18,1.00494
18/01/2016,19,1.12009
18/01/2016,20,1.13746
18/01/2016,21,0.92999
18/01/2016,22,0.99078
18/01/2016,23,1.08592
18/01/2016,24,1.26442
18/01/2016,25,1.4489
18/01/2016,26,1.57327
18/01/2016,27,1.68529
18/01/2016,28,1.39076
18/01/2016,29,1.5995
18/01/2016,30,1.17336
18/01/2016,31,1.16571
18/01/2016,32,1.38221
18/01/2016,33,1.34465
18/01/2016,34,1.48545
18/01/2016,35,1.41776
18/01/2016,36,1.30294
18/01/2016,37,1.38751
18/01/2016,38,1.41872
18/01/2016,39,1.4191
18/01/2016,40,1.37567
18/01/2016,41,1.66572
18/01/2016,42,1.26475
18/01/2016,43,1.42822
18/01/2016,44,1.1005
18/01/2016,45,1.12481
18/01/2016,46,0.8514
18/01/2016,47,0.86205
18/01/2016,48,1.42957
19/01/2016,1,1.00428
19/01/2016,2,0.90369
19/01/2016,3,0.87454
19/01/2016,4,1.05121
19/01/2016,5,0.96815
19/01/2016,6,0.95415
19/01/2016,7,1.01222
19/01/2016,8,0.89007
19/01/2016,9,1.08759
19/01/2016,10,0.95019
19/01/2016,11,1.02976
19/01/2016,12,0.99314
19/01/2016,13,1.67595
19/01/2016,14,1.42979
19/01/2016,15,1.98082
19/01/2016,16,1.9892
19/01/2016,17,1.57554
19/01/2016,18,1.33051
19/01/2016,19,1.17229
19/01/2016,20,1.21942
19/01/2016,21,1.18676
19/01/2016,22,1.08112
19/01/2016,23,0.9294
19/01/2016,24,0.92572
19/01/2016,25,1.14756
19/01/2016,26,1.07122
19/01/2016,27,1.06045
19/01/2016,28,0.98421
19/01/2016,29,1.18002
19/01/2016,30,1.61614
19/01/2016,31,2.6181
19/01/2016,32,4.22502
19/01/2016,33,4.3406
19/01/2016,34,4.86003
19/01/2016,35,4.99364
19/01/2016,36,4.90047
19/01/2016,37,4.39359
19/01/2016,38,3.80041
19/01/2016,39,3.60857
19/01/2016,40,2.50361
19/01/2016,41,2.12977
19/01/2016,42,1.41899
19/01/2016,43,1.58569
19/01/2016,44,1.47663
19/01/2016,45,0.97113
19/01/2016,46,0.73179
19/01/2016,47,1.46116
19/01/2016,48,1.36789
20/01/2016,1,0.79769
20/01/2016,2,0.93656
20/01/2016,3,0.93437
20/01/2016,4,0.94444
20/01/2016,5,1.00235
20/01/2016,6,1.09003
20/01/2016,7,1.10818
20/01/2016,8,0.95237
20/01/2016,9,0.97073
20/01/2016,10,0.97032
20/01/2016,11,0.79441
20/01/2016,12,1.06229
20/01/2016,13,1.26489
20/01/2016,14,1.00433
20/01/2016,15,1.06778
20/01/2016,16,1.23589
20/01/2016,17,1.56569
20/01/2016,18,1.65764
20/01/2016,19,1.80398
20/01/2016,20,1.62803
20/01/2016,21,1.19424
20/01/2016,22,1.04949
20/01/2016,23,0.8909
20/01/2016,24,0.98646
20/01/2016,25,1.16007
20/01/2016,26,1.08692
20/01/2016,27,0.9969
20/01/2016,28,0.92716
20/01/2016,29,0.98109
20/01/2016,30,1.17319
20/01/2016,31,3.12582
20/01/2016,32,3.26659
20/01/2016,33,3.30189
20/01/2016,34,3.5955
20/01/2016,35,2.46328
20/01/2016,36,1.6647
20/01/2016,37,1.42444
20/01/2016,38,1.08428
20/01/2016,39,1.22308
20/01/2016,40,1.41591
20/01/2016,41,1.14622
20/01/2016,42,1.1285
20/01/2016,43,1.17638
20/01/2016,44,1.12749
20/01/2016,45,1.36944
20/01/2016,46,1.05559
20/01/2016,47,1.14262
20/01/2016,48,1.0101
21/01/2016,1,0.73679
21/01/2016,2,0.87019
21/01/2016,3,0.89392
21/01/2016,4,0.85606
21/01/2016,5,1.01664
21/01/2016,6,0.8811
21/01/2016,7,0.90705
21/01/2016,8,0.92311
21/01/2016,9,1.03216
21/01/2016,10,0.70944
21/01/2016,11,0.95856
21/01/2016,12,1.30726
21/01/2016,13,0.99668
21/01/2016,14,1.08883
21/01/2016,15,2.26995
21/01/2016,16,2.60527
21/01/2016,17,2.63061
21/01/2016,18,2.58881
21/01/2016,19,2.59204
21/01/2016,20,2.8073
21/01/2016,21,2.7249
21/01/2016,22,2.75848
21/01/2016,23,2.68431
21/01/2016,24,2.9179
21/01/2016,25,2.89958
21/01/2016,26,2.8801
21/01/2016,27,3.10334
21/01/2016,28,2.28355
21/01/2016,29,2.48416
21/01/2016,30,2.23147
21/01/2016,31,2.10231
21/01/2016,32,2.10318
21/01/2016,33,5.23701
21/01/2016,34,5.16803
21/01/2016,35,2.72851
21/01/2016,36,2.57003
21/01/2016,37,1.79669
