Settlement Day,Settlement Period,BSUoS Price
07/01/2015,5,3.15782
07/01/2015,6,3.36177
07/01/2015,7,4.43224
07/01/2015,8,4.10779
07/01/2015,9,4.9908
07/01/2015,10,4.90133
07/01/2015,11,5.44883
07/01/2015,12,6.50363
07/01/2015,13,6.00752
07/01/2015,14,6.10012
07/01/2015,15,4.37718
07/01/2015,16,4.15274
07/01/2015,17,3.66639
07/01/2015,18,3.20271
07/01/2015,19,3.50863
07/01/2015,20,3.67928
07/01/2015,21,3.73046
07/01/2015,22,3.71972
07/01/2015,23,4.22099
07/01/2015,24,3.70207
07/01/2015,25,3.74745
07/01/2015,26,3.45248
07/01/2015,27,3.41092
07/01/2015,28,3.04333
07/01/2015,29,2.76908
07/01/2015,30,2.67389
07/01/2015,31,2.31324
07/01/2015,32,2.47172
07/01/2015,33,3.00657
07/01/2015,34,2.66681
07/01/2015,35,2.73502
07/01/2015,36,2.58939
07/01/2015,37,2.72409
07/01/2015,38,2.75023
07/01/2015,39,2.87562
07/01/2015,40,2.56967
07/01/2015,41,2.35107
07/01/2015,42,2.08417
07/01/2015,43,2.56304
07/01/2015,44,2.7048
07/01/2015,45,3.18428
07/01/2015,46,3.97162
07/01/2015,47,4.55169
07/01/2015,48,4.59587
08/01/2015,1,5.10252
08/01/2015,2,5.16815
08/01/2015,3,5.35231
08/01/2015,4,5.22799
08/01/2015,5,5.27857
08/01/2015,6,5.29212
08/01/2015,7,5.44831
08/01/2015,8,5.91948
08/01/2015,9,5.68386
08/01/2015,10,5.5252
08/01/2015,11,5.76226
08/01/2015,12,5.04331
08/01/2015,13,3.91357
08/01/2015,14,3.27201
08/01/2015,15,3.9404
08/01/2015,16,3.68316
08/01/2015,17,4.1967
08/01/2015,18,3.69836
08/01/2015,19,3.88153
08/01/2015,20,4.75336
08/01/2015,21,5.02915
08/01/2015,22,4.52297
08/01/2015,23,3.9687
08/01/2015,24,3.52024
08/01/2015,25,3.09727
08/01/2015,26,2.56264
08/01/2015,27,2.61397
08/01/2015,28,2.27671
08/01/2015,29,2.26175
08/01/2015,30,2.26502
08/01/2015,31,2.11333
08/01/2015,32,1.7471
08/01/2015,33,1.6702
08/01/2015,34,2.1692
08/01/2015,35,2.09804
08/01/2015,36,2.04555
08/01/2015,37,2.20644
08/01/2015,38,1.93282
08/01/2015,39,1.96954
08/01/2015,40,2.3002
08/01/2015,41,2.63912
08/01/2015,42,2.97381
08/01/2015,43,3.51024
08/01/2015,44,4.38062
08/01/2015,45,5.17304
08/01/2015,46,4.84142
08/01/2015,47,5.63935
08/01/2015,48,5.05476
09/01/2015,1,4.50827
09/01/2015,2,4.50367
09/01/2015,3,4.31011
09/01/2015,4,3.84243
09/01/2015,5,3.67223
09/01/2015,6,3.51677
09/01/2015,7,3.85226
09/01/2015,8,3.62095
09/01/2015,9,3.77988
09/01/2015,10,3.91299
09/01/2015,11,3.50922
09/01/2015,12,4.17852
09/01/2015,13,4.17157
09/01/2015,14,4.07365
09/01/2015,15,2.46089
09/01/2015,16,2.193
09/01/2015,17,2.10589
09/01/2015,18,2.05975
09/01/2015,19,2.11648
09/01/2015,20,1.93068
09/01/2015,21,1.86048
09/01/2015,22,1.80831
09/01/2015,23,1.89774
09/01/2015,24,1.69239
09/01/2015,25,2.26387
09/01/2015,26,2.12272
09/01/2015,27,2.07029
09/01/2015,28,2.34348
09/01/2015,29,2.61938
09/01/2015,30,2.27999
09/01/2015,31,2.13783
09/01/2015,32,2.16041
09/01/2015,33,4.31127
09/01/2015,34,3.77039
09/01/2015,35,3.84047
09/01/2015,36,2.99098
09/01/2015,37,2.49616
09/01/2015,38,2.40816
09/01/2015,39,2.59731
09/01/2015,40,2.11834
09/01/2015,41,2.24529
09/01/2015,42,2.37599
09/01/2015,43,2.77802
09/01/2015,44,3.10071
09/01/2015,45,3.27835
09/01/2015,46,3.24807
09/01/2015,47,3.45276
09/01/2015,48,3.58475
10/01/2015,1,5.00928
10/01/2015,2,5.84944
10/01/2015,3,5.61465
10/01/2015,4,5.33671
10/01/2015,5,5.12875
10/01/2015,6,4.98973
10/01/2015,7,4.55969
10/01/2015,8,4.17914
10/01/2015,9,3.84912
10/01/2015,10,3.77951
10/01/2015,11,4.25802
10/01/2015,12,4.76868
10/01/2015,13,4.20064
10/01/2015,14,4.14127
10/01/2015,15,3.69642
10/01/2015,16,3.52965
10/01/2015,17,2.9522
10/01/2015,18,2.93428
10/01/2015,19,3.0519
10/01/2015,20,2.75047
10/01/2015,21,2.71087
10/01/2015,22,2.38641
10/01/2015,23,2.41373
10/01/2015,24,2.38897
10/01/2015,25,2.1768
10/01/2015,26,2.08425
10/01/2015,27,2.21251
10/01/2015,28,2.1207
10/01/2015,29,2.03481
10/01/2015,30,2.01342
10/01/2015,31,2.07241
10/01/2015,32,2.51703
10/01/2015,33,3.00588
10/01/2015,34,2.93519
10/01/2015,35,3.18528
10/01/2015,36,3.05613
10/01/2015,37,3.07349
10/01/2015,38,3.02744
10/01/2015,39,2.89764
10/01/2015,40,2.58221
10/01/2015,41,2.53121
10/01/2015,42,2.74489
10/01/2015,43,2.83501
10/01/2015,44,2.81716
10/01/2015,45,2.78882
10/01/2015,46,2.86333
10/01/2015,47,3.79536
10/01/2015,48,4.08909
11/01/2015,1,4.55834
11/01/2015,2,4.80838
11/01/2015,3,5.32544
11/01/2015,4,5.34697
11/01/2015,5,5.0808
11/01/2015,6,5.366
11/01/2015,7,5.40546
11/01/2015,8,5.25363
11/01/2015,9,5.36656
11/01/2015,10,5.52657
11/01/2015,11,5.50348
11/01/2015,12,5.44672
11/01/2015,13,4.49278
11/01/2015,14,4.73536
11/01/2015,15,4.65173
11/01/2015,16,4.76967
11/01/2015,17,4.44741
11/01/2015,18,3.85393
11/01/2015,19,3.26394
11/01/2015,20,3.11017
11/01/2015,21,2.6539
11/01/2015,22,2.48957
11/01/2015,23,2.36577
11/01/2015,24,2.0332
11/01/2015,25,1.98845
11/01/2015,26,2.19652
11/01/2015,27,2.5052
11/01/2015,28,2.67647
11/01/2015,29,2.65106
11/01/2015,30,2.67303
11/01/2015,31,2.74203
11/01/2015,32,2.84316
11/01/2015,33,3.39605
11/01/2015,34,3.51005
11/01/2015,35,3.36458
11/01/2015,36,2.96004
11/01/2015,37,2.57046
11/01/2015,38,2.49061
11/01/2015,39,2.60892
11/01/2015,40,2.54095
11/01/2015,41,2.36737
11/01/2015,42,2.1564
11/01/2015,43,2.91449
11/01/2015,44,3.05556
11/01/2015,45,3.56306
11/01/2015,46,2.99771
11/01/2015,47,4.1444
11/01/2015,48,4.34056
12/01/2015,1,5.00485
12/01/2015,2,4.92686
12/01/2015,3,5.69103
12/01/2015,4,5.07032
12/01/2015,5,5.04453
12/01/2015,6,5.16708
12/01/2015,7,5.21896
12/01/2015,8,5.69882
12/01/2015,9,5.69249
12/01/2015,10,5.26353
12/01/2015,11,6.74524
12/01/2015,12,5.92105
12/01/2015,13,5.76977
12/01/2015,14,5.60479
12/01/2015,15,6.07895
12/01/2015,16,4.89098
12/01/2015,17,4.65703
12/01/2015,18,4.55232
12/01/2015,19,4.95813
12/01/2015,20,3.46011
12/01/2015,21,2.88213
12/01/2015,22,2.81885
12/01/2015,23,2.95355
12/01/2015,24,2.85509
12/01/2015,25,2.72046
12/01/2015,26,2.59953
12/01/2015,27,2.43183
12/01/2015,28,2.10058
12/01/2015,29,2.0379
12/01/2015,30,2.06385
12/01/2015,31,1.80949
12/01/2015,32,2.46651
12/01/2015,33,3.5956
12/01/2015,34,4.06649
12/01/2015,35,3.90873
12/01/2015,36,3.78914
12/01/2015,37,3.3291
12/01/2015,38,2.51283
12/01/2015,39,2.23148
12/01/2015,40,2.02157
12/01/2015,41,1.8631
12/01/2015,42,2.26345
12/01/2015,43,2.13418
12/01/2015,44,2.56203
12/01/2015,45,2.85884
12/01/2015,46,3.15492
12/01/2015,47,4.05194
12/01/2015,48,3.53162
13/01/2015,1,3.24987
13/01/2015,2,2.95862
13/01/2015,3,3.04342
13/01/2015,4,2.86835
13/01/2015,5,2.47759
13/01/2015,6,2.73445
13/01/2015,7,2.23797
13/01/2015,8,2.21457
13/01/2015,9,2.10288
13/01/2015,10,2.32879
13/01/2015,11,1.79828
13/01/2015,12,2.40779
13/01/2015,13,2.24823
13/01/2015,14,1.743
13/01/2015,15,1.60059
13/01/2015,16,1.44238
13/01/2015,17,1.18552
13/01/2015,18,0.98854
13/01/2015,19,1.01629
13/01/2015,20,1.39165
13/01/2015,21,1.51892
13/01/2015,22,1.66359
13/01/2015,23,1.71603
13/01/2015,24,1.72766
13/01/2015,25,2.11455
13/01/2015,26,2.17147
13/01/2015,27,2.11643
13/01/2015,28,1.81685
13/01/2015,29,1.73482
13/01/2015,30,1.32777
13/01/2015,31,1.36305
13/01/2015,32,1.55616
13/01/2015,33,1.79482
13/01/2015,34,2.62005
13/01/2015,35,2.39429
13/01/2015,36,2.27163
13/01/2015,37,1.85311
13/01/2015,38,1.91191
13/01/2015,39,2.10431
13/01/2015,40,2.47111
13/01/2015,41,2.05658
13/01/2015,42,1.91383
13/01/2015,43,1.59172
13/01/2015,44,1.54797
13/01/2015,45,1.34276
13/01/2015,46,1.56444
13/01/2015,47,1.60129
13/01/2015,48,1.62271
14/01/2015,1,1.8409
14/01/2015,2,1.74864
14/01/2015,3,1.91196
14/01/2015,4,1.73947
14/01/2015,5,1.91828
14/01/2015,6,2.30858
14/01/2015,7,1.94857
14/01/2015,8,2.11853
14/01/2015,9,2.06737
14/01/2015,10,2.3009
14/01/2015,11,2.76672
14/01/2015,12,3.89953
14/01/2015,13,2.85766
14/01/2015,14,2.28299
14/01/2015,15,2.36062
14/01/2015,16,2.03139
14/01/2015,17,2.17345
14/01/2015,18,1.69104
14/01/2015,19,2.01064
14/01/2015,20,1.45035
14/01/2015,21,1.31745
14/01/2015,22,0.99066
14/01/2015,23,0.65358
14/01/2015,24,0.47797
14/01/2015,25,0.64541
14/01/2015,26,0.58029
14/01/2015,27,0.8586
14/01/2015,28,1.32858
14/01/2015,29,1.58021
14/01/2015,30,1.32856
14/01/2015,31,1.56025
14/01/2015,32,2.63596
14/01/2015,33,3.81857
14/01/2015,34,3.27746
14/01/2015,35,2.79712
14/01/2015,36,2.43225
14/01/2015,37,1.62667
14/01/2015,38,1.54768
14/01/2015,39,1.48864
14/01/2015,40,1.56769
14/01/2015,41,1.62644
14/01/2015,42,2.03693
14/01/2015,43,2.39871
14/01/2015,44,2.36868
14/01/2015,45,2.54179
14/01/2015,46,2.64593
14/01/2015,47,2.59665
14/01/2015,48,2.57837
15/01/2015,1,2.9229
15/01/2015,2,3.1961
15/01/2015,3,2.89704
15/01/2015,4,2.58168
15/01/2015,5,2.76475
15/01/2015,6,2.77899
15/01/2015,7,2.88338
15/01/2015,8,3.12535
15/01/2015,9,3.24374
15/01/2015,10,3.47725
15/01/2015,11,3.98863
15/01/2015,12,4.99722
15/01/2015,13,4.39134
15/01/2015,14,3.61218
15/01/2015,15,3.02348
15/01/2015,16,2.64882
15/01/2015,17,2.49499
15/01/2015,18,2.14846
15/01/2015,19,2.22194
15/01/2015,20,2.10766
15/01/2015,21,2.69153
15/01/2015,22,2.26106
15/01/2015,23,1.91478
15/01/2015,24,1.95175
15/01/2015,25,2.01353
15/01/2015,26,1.82397
15/01/2015,27,1.78189
15/01/2015,28,1.58849
15/01/2015,29,1.53495
15/01/2015,30,1.3766
15/01/2015,31,1.61398
15/01/2015,32,1.56069
15/01/2015,33,2.10095
15/01/2015,34,2.93483
15/01/2015,35,2.77605
15/01/2015,36,2.65109
15/01/2015,37,2.57377
15/01/2015,38,2.21504
15/01/2015,39,1.91972
15/01/2015,40,2.2446
15/01/2015,41,2.52004
15/01/2015,42,2.30639
15/01/2015,43,2.46182
15/01/2015,44,2.25771
15/01/2015,45,2.22171
15/01/2015,46,2.04051
15/01/2015,47,1.92845
15/01/2015,48,1.79246
16/01/2015,1,2.2421
16/01/2015,2,2.23428
16/01/2015,3,2.33765
16/01/2015,4,2.06439
16/01/2015,5,2.09784
16/01/2015,6,2.18989
16/01/2015,7,2.31594
16/01/2015,8,2.34885
16/01/2015,9,2.32993
16/01/2015,10,2.33584
16/01/2015,11,2.52113
16/01/2015,12,3.12059
16/01/2015,13,2.4986
16/01/2015,14,2.1205
16/01/2015,15,2.33367
16/01/2015,16,1.86758
16/01/2015,17,1.45362
16/01/2015,18,1.23759
16/01/2015,19,1.71695
16/01/2015,20,1.20294
16/01/2015,21,1.05095
16/01/2015,22,1.21499
16/01/2015,23,1.17882
16/01/2015,24,1.18206
16/01/2015,25,1.19885
16/01/2015,26,1.13405
16/01/2015,27,1.07244
16/01/2015,28,0.837
16/01/2015,29,0.82812
16/01/2015,30,0.65742
16/01/2015,31,0.85232
16/01/2015,32,1.59912
16/01/2015,33,1.579
16/01/2015,34,1.82582
16/01/2015,35,1.744
16/01/2015,36,1.90624
16/01/2015,37,2.00731
16/01/2015,38,1.87004
16/01/2015,39,1.78571
16/01/2015,40,1.80765
16/01/2015,41,2.03284
16/01/2015,42,2.05611
16/01/2015,43,1.7634
16/01/2015,44,1.62895
16/01/2015,45,1.62233
16/01/2015,46,1.69294
16/01/2015,47,1.72248
16/01/2015,48,1.49094
17/01/2015,1,1.90694
17/01/2015,2,2.00394
17/01/2015,3,2.15255
17/01/2015,4,1.63163
17/01/2015,5,1.80158
17/01/2015,6,1.80957
17/01/2015,7,1.82415
17/01/2015,8,1.63635
17/01/2015,9,1.67014
17/01/2015,10,1.55518
17/01/2015,11,1.53454
17/01/2015,12,1.70929
17/01/2015,13,1.19115
17/01/2015,14,1.17477
17/01/2015,15,1.16993
17/01/2015,16,1.20558
17/01/2015,17,1.7737
17/01/2015,18,1.56787
17/01/2015,19,1.52541
17/01/2015,20,1.36978
17/01/2015,21,1.27779
17/01/2015,22,1.16288
17/01/2015,23,1.37795
17/01/2015,24,1.73862
17/01/2015,25,1.51078
17/01/2015,26,1.24935
17/01/2015,27,1.08956
17/01/2015,28,1.04486
17/01/2015,29,1.0439
17/01/2015,30,1.07159
17/01/2015,31,1.43383
17/01/2015,32,1.54036
17/01/2015,33,1.41572
17/01/2015,34,1.43143
17/01/2015,35,1.61474
17/01/2015,36,1.4345
17/01/2015,37,1.43672
17/01/2015,38,1.46292
17/01/2015,39,1.29366
17/01/2015,40,1.08617
17/01/2015,41,1.15424
17/01/2015,42,1.08622
17/01/2015,43,1.25755
17/01/2015,44,1.15039
17/01/2015,45,1.23797
17/01/2015,46,1.17838
17/01/2015,47,1.38391
17/01/2015,48,1.22748
18/01/2015,1,1.24039
18/01/2015,2,1.19103
18/01/2015,3,1.12617
18/01/2015,4,0.93469
18/01/2015,5,1.1235
18/01/2015,6,1.10797
18/01/2015,7,1.14623
18/01/2015,8,1.02128
18/01/2015,9,1.26501
18/01/2015,10,1.41135
18/01/2015,11,1.46161
18/01/2015,12,1.34498
18/01/2015,13,1.0122
18/01/2015,14,1.12801
18/01/2015,15,1.10566
18/01/2015,16,1.13254
18/01/2015,17,0.88784
18/01/2015,18,2.02219
18/01/2015,19,1.58623
18/01/2015,20,1.45909
18/01/2015,21,1.37094
18/01/2015,22,1.49931
18/01/2015,23,1.31709
18/01/2015,24,1.24534
18/01/2015,25,1.20085
18/01/2015,26,1.03712
18/01/2015,27,1.26737
18/01/2015,28,1.09226
18/01/2015,29,1.14952
18/01/2015,30,0.94573
18/01/2015,31,0.88484
18/01/2015,32,0.90916
18/01/2015,33,1.26231
18/01/2015,34,1.52192
18/01/2015,35,2.16057
18/01/2015,36,1.87658
18/01/2015,37,2.05137
18/01/2015,38,1.55657
18/01/2015,39,1.47222
18/01/2015,40,1.56521
18/01/2015,41,1.49191
18/01/2015,42,1.23912
18/01/2015,43,1.53504
18/01/2015,44,1.26448
18/01/2015,45,1.1228
18/01/2015,46,0.77252
18/01/2015,47,0.49194
18/01/2015,48,0.59784
19/01/2015,1,0.81826
19/01/2015,2,1.18571
19/01/2015,3,1.16374
19/01/2015,4,1.14847
19/01/2015,5,1.22239
19/01/2015,6,1.084
19/01/2015,7,1.26141
19/01/2015,8,0.88202
19/01/2015,9,0.92182
19/01/2015,10,0.93817
19/01/2015,11,1.56372
19/01/2015,12,1.53082
19/01/2015,13,1.89832
19/01/2015,14,1.45668
19/01/2015,15,1.33016
19/01/2015,16,1.8016
19/01/2015,17,1.50376
19/01/2015,18,1.49963
19/01/2015,19,1.37507
19/01/2015,20,1.27138
19/01/2015,21,1.12745
19/01/2015,22,1.13342
19/01/2015,23,1.2065
19/01/2015,24,1.32881
19/01/2015,25,1.04303
19/01/2015,26,1.13904
19/01/2015,27,1.22836
19/01/2015,28,1.11415
19/01/2015,29,1.70025
19/01/2015,30,1.88586
19/01/2015,31,3.30139
19/01/2015,32,5.22897
19/01/2015,33,6.3094
19/01/2015,34,6.68431
19/01/2015,35,7.56855
19/01/2015,36,7.64686
19/01/2015,37,7.66072
19/01/2015,38,7.71394
19/01/2015,39,8.85284
19/01/2015,40,8.85114
19/01/2015,41,7.22178
19/01/2015,42,4.40808
19/01/2015,43,1.60604
19/01/2015,44,1.24921
19/01/2015,45,0.82307
19/01/2015,46,0.86939
19/01/2015,47,0.9159
19/01/2015,48,0.8833
20/01/2015,1,1.03429
20/01/2015,2,1.03558
20/01/2015,3,1.20231
20/01/2015,4,0.98543
20/01/2015,5,0.97956
20/01/2015,6,0.85731
20/01/2015,7,0.99213
20/01/2015,8,0.8445
20/01/2015,9,0.86728
20/01/2015,10,0.88635
20/01/2015,11,1.12117
20/01/2015,12,0.96424
20/01/2015,13,1.44529
20/01/2015,14,1.20563
20/01/2015,15,1.72937
20/01/2015,16,1.81167
20/01/2015,17,1.92473
20/01/2015,18,1.61133
20/01/2015,19,1.63463
20/01/2015,20,1.48063
20/01/2015,21,1.42578
20/01/2015,22,1.30732
20/01/2015,23,1.31423
20/01/2015,24,1.12575
20/01/2015,25,1.07975
20/01/2015,26,1.01806
20/01/2015,27,1.03766
20/01/2015,28,0.89812
20/01/2015,29,1.0089
20/01/2015,30,0.94844
20/01/2015,31,1.26587
20/01/2015,32,1.36278
20/01/2015,33,1.30352
20/01/2015,34,1.32561
20/01/2015,35,0.89554
20/01/2015,36,0.67618
20/01/2015,37,0.88015
20/01/2015,38,1.67778
20/01/2015,39,1.85969
20/01/2015,40,1.1801
20/01/2015,41,1.37198
20/01/2015,42,1.05018
20/01/2015,43,0.89314
20/01/2015,44,1.04231
20/01/2015,45,0.74932
20/01/2015,46,0.5947
20/01/2015,47,0.55751
20/01/2015,48,0.53842
21/01/2015,1,0.99978
21/01/2015,2,1.3048
21/01/2015,3,1.01617
21/01/2015,4,0.86166
21/01/2015,5,0.80211
21/01/2015,6,0.99551
21/01/2015,7,0.82339
21/01/2015,8,0.9742
21/01/2015,9,1.03743
21/01/2015,10,1.14384
21/01/2015,11,1.59064
21/01/2015,12,1.47637
21/01/2015,13,1.85326
21/01/2015,14,2.10675
21/01/2015,15,1.71414
21/01/2015,16,1.63458
21/01/2015,17,1.63061
21/01/2015,18,1.53228
21/01/2015,19,1.51957
21/01/2015,20,1.9193
21/01/2015,21,2.16317
21/01/2015,22,1.8257
21/01/2015,23,1.82784
21/01/2015,24,2.0612
21/01/2015,25,2.34653
21/01/2015,26,2.63555
21/01/2015,27,3.13721
21/01/2015,28,2.87114
21/01/2015,29,1.94795
21/01/2015,30,1.52152
21/01/2015,31,2.08962
21/01/2015,32,2.48778
21/01/2015,33,2.09524
21/01/2015,34,2.05311
21/01/2015,35,2.00006
21/01/2015,36,1.81784
21/01/2015,37,1.44994
